,FM_cleanml009_faulty
MM_cleanml009_add_noise_mutated0_MP_100,0.1587 (reliable)
MM_cleanml009_add_noise_mutated0_MP_12.5,0.0349 (reliable)
MM_cleanml009_add_noise_mutated0_MP_25.0,0.0696 (reliable)
MM_cleanml009_add_noise_mutated0_MP_50.0,0.1556 (reliable)
MM_cleanml009_add_noise_mutated0_MP_6.25,0.0102 (reliable)
MM_cleanml009_add_noise_mutated0_MP_9.38,0.0224 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l1_1,0.1764 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l1_2,0.0720 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l1_l2_1,0.1810 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l1_l2_2,0.0860 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l2_1,0.0518 (reliable)
MM_cleanml009_add_weights_regularisation_mutated0_MP_l2_2,0.0384 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_elu_1,0.0117 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_elu_2,0.1932 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_exponential_1,0.0135 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_exponential_2,0.1353 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0701 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_hard_sigmoid_2,0.0540 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_linear_1,0.1483 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_linear_2,0.2044 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_relu_1,0.0050 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_relu_2,0.2024 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_selu_1,0.0208 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_selu_2,0.1789 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_sigmoid_1,0.0096 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_sigmoid_2,0.0106 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_softmax_1,0.0641 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_softmax_2,0.1417 (reliable)
MM_cleanml009_change_activation_function_mutated0_MP_softplus_1,0.0357 (reliable)
