,FM_deepfd006_faulty
MM_deepfd006_add_noise_mutated0_MP_100,0.5685 (unreliable)
MM_deepfd006_add_noise_mutated0_MP_50.0,0.3225 (unreliable)
MM_deepfd006_add_noise_mutated0_MP_75.0,0.6808 (unreliable)
MM_deepfd006_add_noise_mutated0_MP_87.5,0.8282 (unreliable)
MM_deepfd006_add_noise_mutated0_MP_90.62,0.8065 (unreliable)
MM_deepfd006_add_noise_mutated0_MP_93.75,0.9431 (unreliable)
MM_deepfd006_add_weights_regularisation_mutated0_MP_l1_1,0.7742 (unreliable)
MM_deepfd006_add_weights_regularisation_mutated0_MP_l1_4,0.7302 (unreliable)
MM_deepfd006_add_weights_regularisation_mutated0_MP_l1_7,0.9045 (unreliable)
MM_deepfd006_add_weights_regularisation_mutated0_MP_l1_l2_1,0.5685 (unreliable)
MM_deepfd006_add_weights_regularisation_mutated0_MP_l1_l2_4,0.9431 (unreliable)
MM_deepfd006_add_weights_regularisation_mutated0_MP_l1_l2_7,0.9431 (unreliable)
MM_deepfd006_add_weights_regularisation_mutated0_MP_l2_1,0.7375 (unreliable)
MM_deepfd006_add_weights_regularisation_mutated0_MP_l2_4,0.5685 (unreliable)
MM_deepfd006_add_weights_regularisation_mutated0_MP_l2_7,0.9431 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_elu_2,0.7088 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_elu_5,0.4919 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_exponential_8,0.9417 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_hard_sigmoid_2,0.9176 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_hard_sigmoid_5,0.7038 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_hard_sigmoid_8,0.9191 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_linear_2,0.8065 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_linear_5,0.8065 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_relu_2,0.8722 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_relu_5,0.8708 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_selu_2,0.5685 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_selu_5,0.3225 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_sigmoid_2,0.8465 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_sigmoid_5,0.8708 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_sigmoid_8,0.9431 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_softmax_2,0.8065 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_softmax_5,0.9431 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_softmax_8,0.4919 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_softplus_2,0.7302 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_softplus_5,0.5685 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_softplus_8,0.9431 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_softsign_2,0.9431 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_softsign_5,0.9431 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_tanh_2,0.9237 (unreliable)
MM_deepfd006_change_activation_function_mutated0_MP_tanh_5,0.8065 (unreliable)
MM_deepfd006_change_batch_size_mutated0_MP_120_120,0.9431 (unreliable)
MM_deepfd006_change_batch_size_mutated0_MP_15_15,0.5685 (unreliable)
MM_deepfd006_change_batch_size_mutated0_MP_60_60,0.2754 (reliable)
MM_deepfd006_change_batch_size_mutated0_MP_8_8,0.7485 (unreliable)
MM_deepfd006_change_dropout_rate_mutated0_MP_0.125_0.125_3,0.8708 (unreliable)
MM_deepfd006_change_dropout_rate_mutated0_MP_0.125_0.125_6,0.6112 (unreliable)
MM_deepfd006_change_dropout_rate_mutated0_MP_0.25_0.25_3,0.3225 (unreliable)
MM_deepfd006_change_dropout_rate_mutated0_MP_0.25_0.25_6,0.7302 (unreliable)
MM_deepfd006_change_dropout_rate_mutated0_MP_0.75_0.75_3,0.8050 (unreliable)
MM_deepfd006_change_dropout_rate_mutated0_MP_0.75_0.75_6,0.4919 (unreliable)
MM_deepfd006_change_dropout_rate_mutated0_MP_0.9_0.9_3,0.9431 (unreliable)
MM_deepfd006_change_dropout_rate_mutated0_MP_0.9_0.9_6,0.5685 (unreliable)
MM_deepfd006_change_epochs_mutated0_MP_10,0.9401 (unreliable)
MM_deepfd006_change_epochs_mutated0_MP_105,0.0766 (reliable)
MM_deepfd006_change_epochs_mutated0_MP_16,0.7302 (unreliable)
MM_deepfd006_change_epochs_mutated0_MP_22,0.8065 (unreliable)
MM_deepfd006_change_epochs_mutated0_MP_34,0.8545 (unreliable)
MM_deepfd006_change_epochs_mutated0_MP_58,0.8065 (unreliable)
MM_deepfd006_change_epochs_mutated0_MP_82,0.8065 (unreliable)
MM_deepfd006_change_epochs_mutated0_MP_88,0.3225 (unreliable)
MM_deepfd006_change_epochs_mutated0_MP_94,0.8065 (unreliable)
MM_deepfd006_change_label_mutated0_MP_100,0.9263 (unreliable)
MM_deepfd006_change_label_mutated0_MP_50.0,0.5685 (unreliable)
MM_deepfd006_change_label_mutated0_MP_62.5,0.9431 (unreliable)
MM_deepfd006_change_label_mutated0_MP_68.75,0.7302 (unreliable)
MM_deepfd006_change_label_mutated0_MP_71.88,0.4919 (unreliable)
MM_deepfd006_change_label_mutated0_MP_75.0,0.7317 (unreliable)
MM_deepfd006_change_learning_rate_mutated0_MP_False_0.1,0.2459 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_binary_crossentropy,0.8317 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_categorical_hinge,0.8632 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_hinge,0.8732 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_huber_loss,0.9290 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.9118 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_logcosh,0.9246 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_mean_absolute_error,0.8699 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.6795 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_mean_squared_error,0.8713 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.8763 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_poisson,0.8235 (unreliable)
MM_deepfd006_change_loss_function_mutated0_MP_squared_hinge,0.8551 (unreliable)
