,FM_deeplocalize040_faulty
MM_deeplocalize040_add_noise_mutated0_MP_100,0.4304 (reliable)
MM_deeplocalize040_add_noise_mutated0_MP_12.5,0.2936 (reliable)
MM_deeplocalize040_add_noise_mutated0_MP_25.0,0.2919 (reliable)
MM_deeplocalize040_add_noise_mutated0_MP_3.12,0.2682 (reliable)
MM_deeplocalize040_add_noise_mutated0_MP_50.0,0.3519 (reliable)
MM_deeplocalize040_add_noise_mutated0_MP_6.25,0.3032 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_1,0.3482 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_11,0.3074 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_3,0.4573 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_5,0.4361 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_9,0.4408 (unreliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3225 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_11,0.3273 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_3,0.4316 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_5,0.5097 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l1_l2_9,0.4274 (unreliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_1,0.2971 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_11,0.2749 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_3,0.3028 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_5,0.3408 (reliable)
MM_deeplocalize040_add_weights_regularisation_mutated0_MP_l2_9,0.3470 (reliable)
MM_deeplocalize040_change_activation_function_mutated0_MP_elu_1,0.3288 (reliable)
MM_deeplocalize040_change_activation_function_mutated0_MP_elu_11,0.3955 (reliable)
MM_deeplocalize040_change_activation_function_mutated0_MP_elu_12,0.4516 (reliable)
MM_deeplocalize040_change_activation_function_mutated0_MP_elu_3,0.3107 (reliable)
MM_deeplocalize040_change_activation_function_mutated0_MP_elu_9,0.3015 (reliable)
