,FM_cleanml004_faulty
MM_cleanml004_GF_0.01_1,0.0267 (reliable)
MM_cleanml004_GF_0.1_1,0.0946 (reliable)
MM_cleanml004_GF_0.2_1,0.1096 (reliable)
MM_cleanml004_GF_0.6_1,0.1323 (reliable)
MM_cleanml004_GF_1.0_1,0.1181 (reliable)
MM_cleanml004_LA_0.01_1,0.0820 (reliable)
MM_cleanml004_NAI_0.01_1,0.0800 (reliable)
MM_cleanml004_NAI_0.1_1,0.0488 (reliable)
MM_cleanml004_NEB_0.01_1,0.0221 (reliable)
MM_cleanml004_NEB_0.1_1,0.1133 (reliable)
MM_cleanml004_NEB_0.2_1,0.1089 (reliable)
MM_cleanml004_NS_0.01_1,0.0597 (reliable)
MM_cleanml004_NS_0.1_1,0.1461 (reliable)
MM_cleanml004_NS_0.2_1,0.0915 (reliable)
MM_cleanml004_WS_0.01_1,0.0556 (reliable)
MM_cleanml004_WS_0.2_1,0.2051 (reliable)
