,FM_defect4ml095_faulty
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l1_1,0.3750 (unreliable)
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l1_2,0.3250 (unreliable)
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2895 (unreliable)
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l1_l2_2,0.3590 (unreliable)
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l2_1,0.3600 (unreliable)
MM_defect4ml095_add_weights_regularisation_mutated0_MP_l2_2,0.3721 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_elu_1,0.3529 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_elu_2,0.1379 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_exponential_1,0.2500 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_exponential_2,0.2692 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_hard_sigmoid_1,0.1778 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_hard_sigmoid_2,0.2308 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_linear_1,0.3404 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_linear_2,0.4043 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_relu_1,0.3846 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_relu_2,0.3220 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_selu_1,0.3958 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_selu_2,0.2877 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_sigmoid_1,0.1500 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_sigmoid_2,0.3333 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_softmax_1,0.4286 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_softmax_2,0.1880 (reliable)
MM_defect4ml095_change_activation_function_mutated0_MP_softplus_1,0.3673 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_softplus_2,0.3030 (unreliable)
MM_defect4ml095_change_activation_function_mutated0_MP_softsign_1,0.3488 (unreliable)
