,FM_deeplocalize002_faulty
MM_deeplocalize002_add_noise_mutated0_MP_100,0.0686 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_50.0,0.0950 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_62.5,0.0924 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_65.62,0.0824 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_68.75,0.0856 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_75.0,0.0808 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_78.12,0.0806 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_81.25,0.0847 (reliable)
MM_deeplocalize002_add_noise_mutated0_MP_87.5,0.0874 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_1,0.0153 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_3,0.0145 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_5,0.0151 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0151 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_l2_3,0.0146 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l1_l2_5,0.0145 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l2_1,0.0786 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l2_3,0.0827 (reliable)
MM_deeplocalize002_add_weights_regularisation_mutated0_MP_l2_5,0.0640 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_elu_1,0.1735 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_elu_3,0.1544 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_elu_5,0.0162 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_exponential_1,0.1563 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_exponential_3,0.2018 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_exponential_5,0.0211 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0249 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_hard_sigmoid_3,0.0259 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_hard_sigmoid_5,0.0370 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_linear_1,0.2000 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_linear_3,0.1820 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_linear_5,0.0204 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_relu_1,0.0994 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_relu_3,0.1076 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_relu_5,0.0172 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_selu_1,0.2562 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_selu_3,0.2541 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_selu_5,0.0173 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_sigmoid_1,0.0293 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_sigmoid_3,0.0290 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_sigmoid_5,0.0934 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softmax_1,0.0143 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softmax_3,0.0150 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softmax_5,0.0966 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softplus_1,0.0513 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softplus_3,0.0599 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softplus_5,0.1059 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softsign_1,0.1375 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softsign_3,0.1032 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_softsign_5,0.0205 (unreliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_tanh_1,0.1854 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_tanh_3,0.1883 (reliable)
MM_deeplocalize002_change_activation_function_mutated0_MP_tanh_5,0.0263 (unreliable)
MM_deeplocalize002_change_batch_size_mutated0_MP_1000_1000,0.2594 (reliable)
MM_deeplocalize002_change_batch_size_mutated0_MP_4000_4000,0.0420 (reliable)
MM_deeplocalize002_change_batch_size_mutated0_MP_500_500,0.4911 (reliable)
MM_deeplocalize002_change_batch_size_mutated0_MP_8000_8000,0.0303 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.125_0.125_2,0.0965 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.125_0.125_4,0.1070 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.25_0.25_2,0.0914 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.25_0.25_4,0.0969 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.75_0.75_2,0.0743 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.75_0.75_4,0.0784 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.9_0.9_2,0.0539 (reliable)
MM_deeplocalize002_change_dropout_rate_mutated0_MP_0.9_0.9_4,0.0780 (reliable)
MM_deeplocalize002_change_epochs_mutated0_MP_1,0.0241 (reliable)
MM_deeplocalize002_change_epochs_mutated0_MP_3,0.0580 (reliable)
MM_deeplocalize002_change_epochs_mutated0_MP_4,0.0652 (reliable)
