,FM_deepfd036_faulty
MM_deepfd036_add_noise_mutated0_MP_100,0.0032 (reliable)
MM_deepfd036_add_noise_mutated0_MP_12.5,0.3164 (unreliable)
MM_deepfd036_add_noise_mutated0_MP_25.0,0.2849 (unreliable)
MM_deepfd036_add_noise_mutated0_MP_3.12,0.3699 (unreliable)
MM_deepfd036_add_noise_mutated0_MP_50.0,0.2520 (unreliable)
MM_deepfd036_add_noise_mutated0_MP_6.25,0.3444 (unreliable)
MM_deepfd036_add_noise_mutated0_MP_9.38,0.3346 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_1,0.3069 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_11,0.3412 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_3,0.2470 (reliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_7,0.1902 (reliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_9,0.3543 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3393 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_l2_11,0.3796 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_l2_3,0.2392 (reliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_l2_7,0.1647 (reliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l1_l2_9,0.3597 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l2_1,0.3169 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l2_11,0.3014 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l2_3,0.2751 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l2_7,0.2625 (unreliable)
MM_deepfd036_add_weights_regularisation_mutated0_MP_l2_9,0.3333 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_elu_1,0.3550 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_elu_11,0.0367 (reliable)
MM_deepfd036_change_activation_function_mutated0_MP_elu_3,0.3589 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_elu_7,0.3089 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_elu_9,0.3439 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2660 (unreliable)
MM_deepfd036_change_activation_function_mutated0_MP_hard_sigmoid_11,0.0126 (reliable)
