,FM_defect4ml052_faulty
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_1,0.2723 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_5,0.0574 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_6,0.1854 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2416 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_l2_5,0.0546 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l1_l2_6,0.1748 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l2_1,0.3586 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l2_5,0.1362 (reliable)
MM_defect4ml052_add_weights_regularisation_mutated0_MP_l2_6,0.3083 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_elu_1,0.2971 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_elu_5,0.3582 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_elu_6,0.0245 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_exponential_1,0.0275 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_exponential_5,0.2972 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_exponential_6,0.0967 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0332 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_hard_sigmoid_5,0.3215 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_hard_sigmoid_6,0.0218 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_linear_1,0.3007 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_linear_5,0.2309 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_linear_6,0.0265 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_relu_1,0.3883 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_relu_5,0.3936 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_relu_6,0.0166 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_selu_1,0.2728 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_selu_5,0.3666 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_selu_6,0.0223 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_sigmoid_1,0.0368 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_sigmoid_5,0.3155 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_sigmoid_6,0.4380 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softmax_1,0.0960 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softmax_5,0.0474 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softmax_6,0.4024 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softplus_1,0.0277 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softplus_5,0.3503 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softplus_6,0.3922 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softsign_1,0.2993 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softsign_5,0.3759 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_softsign_6,0.0251 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_tanh_1,0.2774 (reliable)
MM_defect4ml052_change_activation_function_mutated0_MP_tanh_5,0.3659 (unreliable)
MM_defect4ml052_change_activation_function_mutated0_MP_tanh_6,0.0212 (reliable)
MM_defect4ml052_change_dropout_rate_mutated0_MP_0.125_0.125_3,0.4089 (unreliable)
MM_defect4ml052_change_dropout_rate_mutated0_MP_0.5_0.5_3,0.3728 (reliable)
MM_defect4ml052_change_dropout_rate_mutated0_MP_0.75_0.75_3,0.2607 (reliable)
MM_defect4ml052_change_dropout_rate_mutated0_MP_0.9_0.9_3,0.1595 (reliable)
MM_defect4ml052_change_epochs_mutated0_MP_1,0.1488 (reliable)
MM_defect4ml052_change_epochs_mutated0_MP_16,0.3802 (unreliable)
MM_defect4ml052_change_epochs_mutated0_MP_17,0.4018 (reliable)
MM_defect4ml052_change_epochs_mutated0_MP_18,0.4097 (unreliable)
MM_defect4ml052_change_epochs_mutated0_MP_19,0.3984 (unreliable)
MM_defect4ml052_change_epochs_mutated0_MP_20,0.4005 (unreliable)
MM_defect4ml052_change_epochs_mutated0_MP_23,0.4170 (unreliable)
MM_defect4ml052_change_epochs_mutated0_MP_30,0.3695 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.0001,0.1820 (reliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00055,0.3312 (reliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00067,0.3613 (reliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00072,0.3730 (reliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00075,0.3722 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00077,0.3694 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00078,0.3974 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00089,0.4056 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.0009,0.3837 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00092,0.3961 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00094,0.3836 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00097,0.3917 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00098,0.4262 (unreliable)
MM_defect4ml052_change_learning_rate_mutated0_MP_False_0.00099,0.3766 (unreliable)
MM_defect4ml052_change_loss_function_mutated0_MP_categorical_hinge,0.0192 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_hinge,0.0197 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_huber_loss,0.0199 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.0204 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_logcosh,0.0204 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_mean_absolute_error,0.0202 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0200 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_mean_squared_error,0.0202 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.0195 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_poisson,0.0204 (reliable)
MM_defect4ml052_change_loss_function_mutated0_MP_squared_hinge,0.0194 (reliable)
MM_defect4ml052_change_optimisation_function_mutated0_MP_adadelta,0.0322 (reliable)
MM_defect4ml052_change_optimisation_function_mutated0_MP_adagrad,0.0460 (reliable)
MM_defect4ml052_change_optimisation_function_mutated0_MP_adamax,0.2501 (reliable)
MM_defect4ml052_change_optimisation_function_mutated0_MP_nadam,0.4002 (unreliable)
MM_defect4ml052_change_optimisation_function_mutated0_MP_rmsprop,0.3701 (unreliable)
MM_defect4ml052_change_weights_initialisation_mutated0_MP_constant_1,0.0157 (reliable)
