,FM_deepfd002_faulty
MM_deepfd002_GF_0.01_1,0.1006 (reliable)
MM_deepfd002_GF_0.1_1,0.2308 (reliable)
MM_deepfd002_GF_0.2_1,0.2848 (reliable)
MM_deepfd002_GF_0.6_1,0.2409 (reliable)
MM_deepfd002_GF_1.0_1,0.1899 (reliable)
MM_deepfd002_LA_0.01_1,0.0728 (reliable)
MM_deepfd002_LD_0.01_1,0.0000 (reliable)
MM_deepfd002_LR_0.01_1,0.0000 (reliable)
MM_deepfd002_NAI_0.01_1,0.1418 (reliable)
MM_deepfd002_NAI_0.1_1,0.0122 (unreliable)
MM_deepfd002_NAI_0.2_1,0.0157 (unreliable)
MM_deepfd002_NEB_0.01_1,0.1187 (reliable)
MM_deepfd002_NEB_0.1_1,0.0636 (reliable)
MM_deepfd002_NEB_0.2_1,0.0349 (reliable)
MM_deepfd002_NEB_0.6_1,0.0153 (unreliable)
MM_deepfd002_NS_0.01_1,0.1593 (reliable)
MM_deepfd002_NS_0.1_1,0.0192 (unreliable)
MM_deepfd002_NS_0.2_1,0.0240 (reliable)
MM_deepfd002_NS_0.6_1,0.0129 (unreliable)
MM_deepfd002_NS_1.0_1,0.0091 (reliable)
MM_deepfd002_WS_0.01_1,0.1730 (reliable)
MM_deepfd002_WS_0.1_1,0.0658 (reliable)
MM_deepfd002_WS_0.2_1,0.0198 (unreliable)
MM_deepfd002_WS_0.6_1,0.0080 (reliable)
