,FM_cleanml007_faulty
MM_cleanml007_original0_GF_0.01_1,0.10375757575757576
MM_cleanml007_original0_LA_0.01_1,0.18213058419243985
MM_cleanml007_original0_NAI_0.01_1,0.1187648456057007
MM_cleanml007_original0_NEB_0.01_1,0.1157843848199178
MM_cleanml007_original0_WS_0.01_1,0.10801646887866312
MM_cleanml007_original1_GF_0.01_1,0.08275697591223467
MM_cleanml007_original1_LA_0.01_1,0.21503309844117016
MM_cleanml007_original1_NAI_0.01_1,0.10126879699248119
MM_cleanml007_original1_NEB_0.01_1,0.0934289127837515
MM_cleanml007_original1_NS_0.01_1,0.0908875177978168
MM_cleanml007_original1_WS_0.01_1,0.0898849472674976
MM_cleanml007_original2_GF_0.01_1,0.10223642172523963
MM_cleanml007_original2_LA_0.01_1,0.24004237288135596
MM_cleanml007_original2_NAI_0.01_1,0.11546788549434689
MM_cleanml007_original2_NEB_0.01_1,0.1080550098231827
MM_cleanml007_original2_NS_0.01_1,0.1164717348927875
MM_cleanml007_original2_WS_0.01_1,0.1053921568627451
MM_cleanml007_original3_GF_0.01_1,0.10777859058766155
MM_cleanml007_original3_LA_0.01_1,0.17501159017153456
MM_cleanml007_original3_NAI_0.01_1,0.11977186311787072
MM_cleanml007_original3_NEB_0.01_1,0.1095690284879474
MM_cleanml007_original3_NS_0.01_1,0.11230207064555421
MM_cleanml007_original3_WS_0.01_1,0.11170601119493796
MM_cleanml007_original4_GF_0.01_1,0.11425061425061425
MM_cleanml007_original4_LA_0.01_1,0.10128776622090141
MM_cleanml007_original4_NAI_0.01_1,0.11926829268292684
MM_cleanml007_original4_NEB_0.01_1,0.10689823874755382
MM_cleanml007_original4_NS_0.01_1,0.11219750672207283
MM_cleanml007_original4_WS_0.01_1,0.11822660098522166
