,FM_cleanml010_faulty
MM_cleanml010_original0_GF_0.01_1,0.0160 (reliable)
MM_cleanml010_original0_LA_0.01_1,0.1939 (reliable)
MM_cleanml010_original0_NAI_0.01_1,0.0160 (reliable)
MM_cleanml010_original0_NEB_0.01_1,0.0160 (reliable)
MM_cleanml010_original0_NS_0.01_1,0.0159 (reliable)
MM_cleanml010_original0_WS_0.01_1,0.0160 (reliable)
MM_cleanml010_original1_GF_0.01_1,0.0799 (reliable)
MM_cleanml010_original1_LA_0.01_1,0.2428 (reliable)
MM_cleanml010_original1_NAI_0.01_1,0.0822 (reliable)
MM_cleanml010_original1_NS_0.01_1,0.0826 (reliable)
MM_cleanml010_original2_GF_0.01_1,0.0025 (reliable)
MM_cleanml010_original2_LA_0.01_1,0.2908 (reliable)
MM_cleanml010_original2_NAI_0.01_1,0.0025 (reliable)
MM_cleanml010_original2_NEB_0.01_1,0.0025 (reliable)
MM_cleanml010_original2_NS_0.01_1,0.0025 (reliable)
MM_cleanml010_original3_GF_0.01_1,0.0158 (reliable)
MM_cleanml010_original3_LA_0.01_1,0.0159 (reliable)
MM_cleanml010_original3_NAI_0.01_1,0.0156 (reliable)
MM_cleanml010_original3_NEB_0.01_1,0.0157 (reliable)
MM_cleanml010_original3_NS_0.01_1,0.0157 (reliable)
MM_cleanml010_original3_WS_0.01_1,0.0157 (reliable)
MM_cleanml010_original4_GF_0.01_1,0.0431 (reliable)
MM_cleanml010_original4_LA_0.01_1,0.0430 (reliable)
MM_cleanml010_original4_NAI_0.01_1,0.0539 (reliable)
MM_cleanml010_original4_NEB_0.01_1,0.0404 (reliable)
MM_cleanml010_original4_NS_0.01_1,0.0512 (reliable)
MM_cleanml010_original4_WS_0.01_1,0.0459 (reliable)
