,FM_deepfd008_faulty
MM_deepfd008_add_activation_function_mutated0_MP_elu_1,0.0179 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_exponential_1,0.0233 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_hard_sigmoid_1,0.0586 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_linear_1,0.0213 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_relu_1,0.0085 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_selu_1,0.0188 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_sigmoid_1,0.0535 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_softmax_1,0.0906 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_softplus_1,0.0340 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_softsign_1,0.0170 (reliable)
MM_deepfd008_add_activation_function_mutated0_MP_tanh_1,0.0174 (reliable)
MM_deepfd008_add_noise_mutated0_MP_100,0.0363 (reliable)
MM_deepfd008_add_noise_mutated0_MP_25.0,0.0235 (reliable)
MM_deepfd008_add_noise_mutated0_MP_37.5,0.0272 (reliable)
MM_deepfd008_add_noise_mutated0_MP_43.75,0.0282 (reliable)
MM_deepfd008_add_noise_mutated0_MP_46.88,0.0288 (reliable)
MM_deepfd008_add_noise_mutated0_MP_50.0,0.0310 (reliable)
MM_deepfd008_add_noise_mutated0_MP_75.0,0.0298 (reliable)
MM_deepfd008_add_noise_mutated0_MP_78.12,0.0300 (reliable)
MM_deepfd008_add_noise_mutated0_MP_81.25,0.0304 (reliable)
MM_deepfd008_add_noise_mutated0_MP_87.5,0.0379 (reliable)
MM_deepfd008_add_weights_regularisation_mutated0_MP_l1_1,0.1534 (reliable)
MM_deepfd008_add_weights_regularisation_mutated0_MP_l1_l2_1,0.1442 (reliable)
MM_deepfd008_add_weights_regularisation_mutated0_MP_l2_1,0.0630 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_elu_2,0.0237 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_elu_3,0.5569 (unreliable)
MM_deepfd008_change_activation_function_mutated0_MP_exponential_2,0.0321 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_exponential_3,0.0211 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_hard_sigmoid_2,0.0585 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_hard_sigmoid_3,0.2041 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_linear_2,0.0911 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_linear_3,0.5378 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_relu_2,0.0215 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_selu_2,0.0290 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_selu_3,0.6049 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_sigmoid_2,0.0626 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_sigmoid_3,0.0253 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softmax_2,0.3634 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softmax_3,0.0211 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softplus_2,0.0255 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softplus_3,0.0323 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softsign_2,0.0490 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_softsign_3,0.5657 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_tanh_2,0.0403 (reliable)
MM_deepfd008_change_activation_function_mutated0_MP_tanh_3,0.5795 (reliable)
MM_deepfd008_change_batch_size_mutated0_MP_128_128,0.0354 (reliable)
MM_deepfd008_change_batch_size_mutated0_MP_16_16,0.0225 (reliable)
MM_deepfd008_change_batch_size_mutated0_MP_64_64,0.0298 (reliable)
MM_deepfd008_change_batch_size_mutated0_MP_8_8,0.0227 (reliable)
MM_deepfd008_change_epochs_mutated0_MP_1,0.0936 (reliable)
MM_deepfd008_change_epochs_mutated0_MP_6,0.0317 (reliable)
MM_deepfd008_change_epochs_mutated0_MP_7,0.0310 (reliable)
MM_deepfd008_change_epochs_mutated0_MP_8,0.0235 (reliable)
MM_deepfd008_change_epochs_mutated0_MP_9,0.0256 (reliable)
