,FM_deeplocalize006_faulty
MM_deeplocalize006_original0_GF_0.01_1,0.1903 (reliable)
MM_deeplocalize006_original0_LD_0.01_1,0.1878 (reliable)
MM_deeplocalize006_original0_LR_0.01_1,0.2221 (reliable)
MM_deeplocalize006_original0_NAI_0.01_1,0.2148 (reliable)
MM_deeplocalize006_original0_NEB_0.01_1,0.1857 (reliable)
MM_deeplocalize006_original0_NS_0.01_1,0.1907 (reliable)
MM_deeplocalize006_original0_WS_0.01_1,0.1890 (reliable)
MM_deeplocalize006_original1_GF_0.01_1,0.1335 (reliable)
MM_deeplocalize006_original1_LA_0.01_1,0.1295 (reliable)
MM_deeplocalize006_original1_LD_0.01_1,0.1290 (reliable)
MM_deeplocalize006_original1_LR_0.01_1,0.1290 (reliable)
MM_deeplocalize006_original1_NAI_0.01_1,0.1612 (reliable)
MM_deeplocalize006_original1_NEB_0.01_1,0.1385 (reliable)
MM_deeplocalize006_original1_NS_0.01_1,0.2533 (reliable)
MM_deeplocalize006_original1_WS_0.01_1,0.2120 (reliable)
MM_deeplocalize006_original2_GF_0.01_1,0.1447 (reliable)
MM_deeplocalize006_original2_LA_0.01_1,0.1331 (reliable)
MM_deeplocalize006_original2_LD_0.01_1,0.1331 (reliable)
MM_deeplocalize006_original2_LR_0.01_1,0.1331 (reliable)
MM_deeplocalize006_original2_NAI_0.01_1,0.2198 (reliable)
MM_deeplocalize006_original2_NEB_0.01_1,0.1392 (reliable)
MM_deeplocalize006_original2_NS_0.01_1,0.2701 (reliable)
MM_deeplocalize006_original2_WS_0.01_1,0.1550 (reliable)
MM_deeplocalize006_original3_GF_0.01_1,0.1477 (reliable)
MM_deeplocalize006_original3_LA_0.01_1,0.1826 (reliable)
MM_deeplocalize006_original3_LD_0.01_1,0.1458 (reliable)
MM_deeplocalize006_original3_LR_0.01_1,0.2421 (reliable)
MM_deeplocalize006_original3_NAI_0.01_1,0.2022 (reliable)
MM_deeplocalize006_original3_NEB_0.01_1,0.1482 (reliable)
MM_deeplocalize006_original3_NS_0.01_1,0.2266 (reliable)
MM_deeplocalize006_original3_WS_0.01_1,0.1728 (reliable)
MM_deeplocalize006_original4_GF_0.01_1,0.1459 (reliable)
MM_deeplocalize006_original4_LA_0.01_1,0.1441 (reliable)
MM_deeplocalize006_original4_LD_0.01_1,0.1441 (reliable)
MM_deeplocalize006_original4_LR_0.01_1,0.2031 (reliable)
MM_deeplocalize006_original4_NAI_0.01_1,0.2227 (reliable)
MM_deeplocalize006_original4_NEB_0.01_1,0.1469 (reliable)
MM_deeplocalize006_original4_NS_0.01_1,0.1759 (reliable)
MM_deeplocalize006_original4_WS_0.01_1,0.1551 (reliable)
