,FM_deepfd050_faulty
MM_deepfd050_add_noise_mutated0_MP_100,0.2006 (reliable)
MM_deepfd050_add_noise_mutated0_MP_12.5,0.4385 (reliable)
MM_deepfd050_add_noise_mutated0_MP_18.75,0.3866 (reliable)
MM_deepfd050_add_noise_mutated0_MP_21.88,0.3381 (reliable)
MM_deepfd050_add_noise_mutated0_MP_25.0,0.3544 (reliable)
MM_deepfd050_add_noise_mutated0_MP_37.5,0.3303 (reliable)
MM_deepfd050_add_noise_mutated0_MP_43.75,0.3394 (reliable)
MM_deepfd050_add_noise_mutated0_MP_46.88,0.3468 (reliable)
MM_deepfd050_add_noise_mutated0_MP_50.0,0.3399 (reliable)
MM_deepfd050_add_weights_regularisation_mutated0_MP_l1_1,0.0693 (reliable)
MM_deepfd050_add_weights_regularisation_mutated0_MP_l1_4,0.3396 (reliable)
MM_deepfd050_add_weights_regularisation_mutated0_MP_l1_7,0.3261 (reliable)
MM_deepfd050_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0705 (reliable)
MM_deepfd050_add_weights_regularisation_mutated0_MP_l1_l2_4,0.2841 (reliable)
MM_deepfd050_add_weights_regularisation_mutated0_MP_l1_l2_7,0.3740 (reliable)
MM_deepfd050_add_weights_regularisation_mutated0_MP_l2_1,0.2492 (reliable)
MM_deepfd050_add_weights_regularisation_mutated0_MP_l2_4,0.3776 (reliable)
MM_deepfd050_add_weights_regularisation_mutated0_MP_l2_7,0.3393 (reliable)
MM_deepfd050_change_activation_function_mutated0_MP_elu_2,0.4676 (reliable)
MM_deepfd050_change_activation_function_mutated0_MP_elu_5,0.3894 (reliable)
MM_deepfd050_change_activation_function_mutated0_MP_elu_8,0.0603 (reliable)
MM_deepfd050_change_activation_function_mutated0_MP_exponential_2,0.2131 (reliable)
MM_deepfd050_change_activation_function_mutated0_MP_exponential_5,0.3123 (reliable)
MM_deepfd050_change_activation_function_mutated0_MP_exponential_8,0.1997 (reliable)
MM_deepfd050_change_activation_function_mutated0_MP_hard_sigmoid_2,0.1916 (reliable)
MM_deepfd050_change_activation_function_mutated0_MP_hard_sigmoid_5,0.2515 (reliable)
MM_deepfd050_change_activation_function_mutated0_MP_hard_sigmoid_8,0.2646 (reliable)
MM_deepfd050_change_activation_function_mutated0_MP_linear_2,0.4268 (reliable)
MM_deepfd050_change_activation_function_mutated0_MP_linear_5,0.4454 (reliable)
