,FM_defect4ml098_faulty
MM_defect4ml098_add_activation_function_mutated0_MP_elu_0,0.0069 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_elu_1,0.0074 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_elu_2,0.0066 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_elu_3,0.0065 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_exponential_0,0.0116 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_exponential_1,0.0087 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_exponential_2,0.0081 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_exponential_3,0.0093 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_hard_sigmoid_0,0.1770 (unreliable)
MM_defect4ml098_add_activation_function_mutated0_MP_hard_sigmoid_1,0.1775 (unreliable)
MM_defect4ml098_add_activation_function_mutated0_MP_hard_sigmoid_2,0.0086 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_hard_sigmoid_3,0.0079 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_linear_0,0.0074 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_linear_1,0.0068 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_linear_2,0.0076 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_linear_3,0.0083 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_relu_0,0.0071 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_relu_1,0.0064 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_relu_2,0.0070 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_relu_3,0.0065 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_selu_0,0.0075 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_selu_1,0.0070 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_selu_2,0.0063 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_selu_3,0.0068 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_sigmoid_0,0.0100 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_sigmoid_1,0.0076 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_sigmoid_2,0.0073 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_sigmoid_3,0.0092 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softmax_0,0.0065 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softmax_1,0.0066 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softmax_2,0.0072 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softmax_3,0.0078 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softplus_0,0.0099 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softplus_1,0.0088 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softplus_2,0.0075 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softplus_3,0.1760 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softsign_0,0.0074 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softsign_1,0.0080 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softsign_2,0.0061 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_softsign_3,0.0066 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_tanh_0,0.0080 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_tanh_1,0.0067 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_tanh_2,0.0076 (reliable)
MM_defect4ml098_add_activation_function_mutated0_MP_tanh_3,0.0069 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_100,0.0107 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_12.5,0.0090 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_25.0,0.0065 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_3.12,0.0077 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_50.0,0.0063 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_6.25,0.0081 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_62.5,0.0068 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_68.75,0.0066 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_71.88,0.0075 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_75.0,0.0075 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_81.25,0.0084 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_84.38,0.0069 (reliable)
MM_defect4ml098_add_noise_mutated0_MP_87.5,0.0091 (reliable)
