,FM_cleanml019_faulty
MM_cleanml019_add_noise_mutated0_MP_100,0.2459 (reliable)
MM_cleanml019_add_noise_mutated0_MP_50.0,0.2019 (reliable)
MM_cleanml019_add_noise_mutated0_MP_75.0,0.2223 (reliable)
MM_cleanml019_add_noise_mutated0_MP_87.5,0.2398 (reliable)
MM_cleanml019_add_noise_mutated0_MP_93.75,0.2480 (reliable)
MM_cleanml019_add_noise_mutated0_MP_96.88,0.2388 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l1_1,0.2115 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l1_2,0.1933 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2112 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l1_l2_2,0.1954 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l2_1,0.1698 (reliable)
MM_cleanml019_add_weights_regularisation_mutated0_MP_l2_2,0.1541 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_elu_1,0.1495 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_elu_2,0.2551 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_exponential_1,0.2418 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_exponential_2,0.1541 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_hard_sigmoid_1,0.1718 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_hard_sigmoid_2,0.1959 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_linear_1,0.1849 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_linear_2,0.2574 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_relu_1,0.1560 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_relu_2,0.2369 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_selu_1,0.1637 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_selu_2,0.2797 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_sigmoid_1,0.1638 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_sigmoid_2,0.1700 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softmax_1,0.2278 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softmax_2,0.3578 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softplus_1,0.1494 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softplus_2,0.1245 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softsign_1,0.1676 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_softsign_2,0.3010 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_tanh_1,0.1790 (reliable)
MM_cleanml019_change_activation_function_mutated0_MP_tanh_2,0.2867 (reliable)
MM_cleanml019_change_batch_size_mutated0_MP_100_100,0.1484 (reliable)
MM_cleanml019_change_batch_size_mutated0_MP_400_400,0.1669 (reliable)
MM_cleanml019_change_batch_size_mutated0_MP_50_50,0.1696 (reliable)
MM_cleanml019_change_batch_size_mutated0_MP_800_800,0.1685 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_1,0.2966 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_100,0.1632 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_150,0.1649 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_175,0.1725 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_188,0.1610 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_191,0.1853 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_192,0.1714 (reliable)
MM_cleanml019_change_epochs_mutated0_MP_194,0.1668 (reliable)
MM_cleanml019_change_label_mutated0_MP_100,0.3578 (reliable)
MM_cleanml019_change_label_mutated0_MP_12.5,0.2335 (reliable)
MM_cleanml019_change_label_mutated0_MP_25.0,0.3139 (reliable)
MM_cleanml019_change_label_mutated0_MP_3.12,0.1963 (reliable)
MM_cleanml019_change_label_mutated0_MP_50.0,0.3628 (reliable)
