,FM_defect4ml048_faulty
MM_defect4ml048_GF_0.01_1,0.1812 (reliable)
MM_defect4ml048_GF_0.1_1,0.3243 (reliable)
MM_defect4ml048_GF_0.2_1,0.3419 (reliable)
MM_defect4ml048_GF_0.6_1,0.3103 (reliable)
MM_defect4ml048_GF_1.0_1,0.2944 (reliable)
MM_defect4ml048_LA_0.01_1,0.2372 (reliable)
MM_defect4ml048_LD_0.01_1,0.0000 (reliable)
MM_defect4ml048_LR_0.01_1,0.3240 (reliable)
MM_defect4ml048_NAI_0.01_1,0.2011 (reliable)
MM_defect4ml048_NAI_0.1_1,0.3168 (reliable)
MM_defect4ml048_NAI_0.2_1,0.2973 (reliable)
MM_defect4ml048_NAI_0.6_1,0.2777 (reliable)
MM_defect4ml048_NEB_0.01_1,0.1937 (reliable)
MM_defect4ml048_NEB_0.1_1,0.3803 (reliable)
MM_defect4ml048_NEB_0.2_1,0.3237 (reliable)
MM_defect4ml048_NEB_0.6_1,0.2875 (reliable)
MM_defect4ml048_NS_0.01_1,0.1142 (reliable)
MM_defect4ml048_NS_0.1_1,0.3386 (reliable)
MM_defect4ml048_NS_0.2_1,0.2981 (reliable)
MM_defect4ml048_NS_0.6_1,0.2771 (reliable)
MM_defect4ml048_NS_1.0_1,0.2853 (reliable)
MM_defect4ml048_WS_0.01_1,0.1210 (reliable)
MM_defect4ml048_WS_0.1_1,0.4126 (reliable)
MM_defect4ml048_WS_0.2_1,0.3193 (reliable)
MM_defect4ml048_WS_0.6_1,0.2505 (reliable)
