,FM_defect4ml038_faulty
MM_defect4ml038_original0_GF_0.01_1,0.0041 (unreliable)
MM_defect4ml038_original0_LA_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original0_NAI_0.01_1,0.0041 (unreliable)
MM_defect4ml038_original0_NEB_0.01_1,0.0041 (unreliable)
MM_defect4ml038_original0_NS_0.01_1,0.0083 (unreliable)
MM_defect4ml038_original0_WS_0.01_1,0.0041 (unreliable)
MM_defect4ml038_original1_GF_0.01_1,0.0103 (unreliable)
MM_defect4ml038_original1_LA_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original1_NAI_0.01_1,0.0226 (unreliable)
MM_defect4ml038_original1_NEB_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original1_NS_0.01_1,0.0307 (unreliable)
MM_defect4ml038_original1_WS_0.01_1,0.0041 (unreliable)
MM_defect4ml038_original2_GF_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original2_LA_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original2_NAI_0.01_1,0.0083 (unreliable)
MM_defect4ml038_original2_NEB_0.01_1,0.0205 (unreliable)
MM_defect4ml038_original2_NS_0.01_1,0.0082 (unreliable)
MM_defect4ml038_original2_WS_0.01_1,0.0041 (unreliable)
MM_defect4ml038_original3_GF_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original3_LA_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original3_NAI_0.01_1,0.0041 (unreliable)
MM_defect4ml038_original3_NEB_0.01_1,0.0062 (unreliable)
MM_defect4ml038_original3_WS_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original4_GF_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original4_LA_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original4_NAI_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original4_NEB_0.01_1,0.0041 (unreliable)
MM_defect4ml038_original4_NS_0.01_1,0.0000 (unreliable)
MM_defect4ml038_original4_WS_0.01_1,0.0000 (unreliable)
