,FM_cleanml005_faulty
MM_cleanml005_original0_GF_0.01_1,0.0728 (reliable)
MM_cleanml005_original0_LA_0.01_1,0.0474 (reliable)
MM_cleanml005_original0_NAI_0.01_1,0.1623 (reliable)
MM_cleanml005_original0_NEB_0.01_1,0.1857 (reliable)
MM_cleanml005_original0_NS_0.01_1,0.1956 (reliable)
MM_cleanml005_original0_WS_0.01_1,0.1333 (reliable)
MM_cleanml005_original1_GF_0.01_1,0.2191 (reliable)
MM_cleanml005_original1_LA_0.01_1,0.1270 (reliable)
MM_cleanml005_original1_NAI_0.01_1,0.3009 (reliable)
MM_cleanml005_original1_NEB_0.01_1,0.2635 (reliable)
MM_cleanml005_original1_NS_0.01_1,0.2666 (reliable)
MM_cleanml005_original1_WS_0.01_1,0.2383 (reliable)
MM_cleanml005_original2_GF_0.01_1,0.1375 (reliable)
MM_cleanml005_original2_LA_0.01_1,0.0771 (reliable)
MM_cleanml005_original2_NAI_0.01_1,0.2238 (reliable)
MM_cleanml005_original2_NEB_0.01_1,0.1766 (reliable)
MM_cleanml005_original2_NS_0.01_1,0.2044 (reliable)
MM_cleanml005_original2_WS_0.01_1,0.1851 (reliable)
MM_cleanml005_original3_GF_0.01_1,0.1005 (reliable)
MM_cleanml005_original3_LA_0.01_1,0.0885 (reliable)
MM_cleanml005_original3_NAI_0.01_1,0.1524 (reliable)
MM_cleanml005_original3_NEB_0.01_1,0.2867 (reliable)
MM_cleanml005_original3_NS_0.01_1,0.1822 (reliable)
MM_cleanml005_original3_WS_0.01_1,0.1232 (reliable)
MM_cleanml005_original4_GF_0.01_1,0.0973 (reliable)
MM_cleanml005_original4_LA_0.01_1,0.0563 (reliable)
MM_cleanml005_original4_NAI_0.01_1,0.1464 (reliable)
MM_cleanml005_original4_NEB_0.01_1,0.1459 (reliable)
MM_cleanml005_original4_NS_0.01_1,0.1406 (reliable)
MM_cleanml005_original4_WS_0.01_1,0.1602 (reliable)
