,FM_deepfd030_faulty
MM_deepfd030_add_noise_mutated0_MP_100,0.0016 (reliable)
MM_deepfd030_add_noise_mutated0_MP_25.0,0.0032 (reliable)
MM_deepfd030_add_noise_mutated0_MP_37.5,0.0016 (reliable)
MM_deepfd030_add_noise_mutated0_MP_40.62,0.0048 (reliable)
MM_deepfd030_add_noise_mutated0_MP_43.75,0.0000 (reliable)
MM_deepfd030_add_noise_mutated0_MP_50.0,0.0016 (reliable)
MM_deepfd030_add_noise_mutated0_MP_53.12,0.0000 (reliable)
MM_deepfd030_add_noise_mutated0_MP_56.25,0.0032 (reliable)
MM_deepfd030_add_noise_mutated0_MP_62.5,0.0048 (reliable)
MM_deepfd030_add_noise_mutated0_MP_75.0,0.0000 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_1,0.0097 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_2,0.0065 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_3,0.0049 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_4,0.0081 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_5,0.0049 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_6,0.0033 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0049 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_2,0.0065 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_3,0.0179 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_4,0.0081 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_5,0.0016 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l1_l2_6,0.0130 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_1,0.0016 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_2,0.0016 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_3,0.0016 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_4,0.0000 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_5,0.0016 (reliable)
MM_deepfd030_add_weights_regularisation_mutated0_MP_l2_6,0.0065 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_1,0.0032 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_2,0.0049 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_3,0.0032 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_4,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_5,0.0049 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_elu_6,0.4924 (unreliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_1,0.0274 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_2,0.0434 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_3,0.0064 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_4,0.0049 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_5,0.0081 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_exponential_6,0.0519 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_2,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_3,0.0180 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_4,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_5,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_hard_sigmoid_6,0.8992 (unreliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_1,0.0049 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_2,0.0048 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_3,0.0097 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_4,0.0049 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_5,0.0196 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_linear_6,0.5292 (unreliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_1,0.0130 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_2,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_3,0.0000 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_4,0.0082 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_5,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_relu_6,0.7907 (unreliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_1,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_2,0.0082 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_3,0.0081 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_4,0.0048 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_5,0.0049 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_selu_6,0.3302 (unreliable)
MM_deepfd030_change_activation_function_mutated0_MP_sigmoid_1,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_sigmoid_2,0.0032 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_sigmoid_3,0.0032 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_sigmoid_4,0.0163 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_sigmoid_5,0.0113 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_sigmoid_6,0.0065 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softmax_1,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softmax_2,0.0065 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softmax_3,0.0048 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softmax_4,0.0032 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softmax_5,0.0032 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softmax_6,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softplus_1,0.0049 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softplus_2,0.0000 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softplus_3,0.0049 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softplus_4,0.0097 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softplus_5,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softplus_6,0.0302 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softsign_1,0.0097 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softsign_2,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softsign_3,0.0130 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softsign_4,0.0032 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softsign_5,0.0049 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_softsign_6,0.3511 (unreliable)
MM_deepfd030_change_activation_function_mutated0_MP_tanh_1,0.0049 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_tanh_2,0.0016 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_tanh_3,0.0113 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_tanh_4,0.0081 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_tanh_5,0.0146 (reliable)
MM_deepfd030_change_activation_function_mutated0_MP_tanh_6,0.3912 (unreliable)
MM_deepfd030_change_batch_size_mutated0_MP_20_20,0.0049 (reliable)
MM_deepfd030_change_batch_size_mutated0_MP_3_3,0.0016 (reliable)
MM_deepfd030_change_batch_size_mutated0_MP_40_40,0.0049 (reliable)
MM_deepfd030_change_batch_size_mutated0_MP_5_5,0.0032 (reliable)
MM_deepfd030_change_epochs_mutated0_MP_1,0.0064 (reliable)
MM_deepfd030_change_epochs_mutated0_MP_11,0.0114 (reliable)
MM_deepfd030_change_epochs_mutated0_MP_12,0.0049 (reliable)
MM_deepfd030_change_epochs_mutated0_MP_14,0.0000 (reliable)
MM_deepfd030_change_epochs_mutated0_MP_26,0.0032 (reliable)
MM_deepfd030_change_epochs_mutated0_MP_8,0.0163 (reliable)
MM_deepfd030_change_label_mutated0_MP_100,0.8979 (unreliable)
MM_deepfd030_change_label_mutated0_MP_12.5,0.0097 (reliable)
MM_deepfd030_change_label_mutated0_MP_25.0,0.0162 (reliable)
MM_deepfd030_change_label_mutated0_MP_28.12,0.0408 (reliable)
MM_deepfd030_change_label_mutated0_MP_31.25,0.0505 (reliable)
MM_deepfd030_change_label_mutated0_MP_37.5,0.0768 (reliable)
MM_deepfd030_change_label_mutated0_MP_40.62,0.2946 (reliable)
MM_deepfd030_change_label_mutated0_MP_43.75,0.2431 (reliable)
MM_deepfd030_change_label_mutated0_MP_50.0,0.5677 (reliable)
MM_deepfd030_change_label_mutated0_MP_6.25,0.0048 (reliable)
MM_deepfd030_change_label_mutated0_MP_9.38,0.0113 (reliable)
MM_deepfd030_change_learning_rate_mutated0_MP_False_0.0001,0.0000 (reliable)
MM_deepfd030_change_loss_function_mutated0_MP_categorical_hinge,0.3128 (unreliable)
MM_deepfd030_change_loss_function_mutated0_MP_hinge,0.7848 (unreliable)
MM_deepfd030_change_loss_function_mutated0_MP_huber_loss,0.3768 (unreliable)
MM_deepfd030_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.5293 (unreliable)
MM_deepfd030_change_loss_function_mutated0_MP_logcosh,0.4461 (unreliable)
MM_deepfd030_change_loss_function_mutated0_MP_mean_absolute_error,0.6571 (unreliable)
MM_deepfd030_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0447 (reliable)
MM_deepfd030_change_loss_function_mutated0_MP_mean_squared_error,0.6373 (unreliable)
MM_deepfd030_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.4024 (unreliable)
MM_deepfd030_change_loss_function_mutated0_MP_poisson,0.2510 (unreliable)
MM_deepfd030_change_loss_function_mutated0_MP_squared_hinge,0.4878 (unreliable)
MM_deepfd030_change_optimisation_function_mutated0_MP_adadelta,0.1305 (reliable)
MM_deepfd030_change_optimisation_function_mutated0_MP_adagrad,0.0144 (reliable)
MM_deepfd030_change_optimisation_function_mutated0_MP_adamax,0.0016 (reliable)
MM_deepfd030_change_optimisation_function_mutated0_MP_nadam,0.0016 (reliable)
MM_deepfd030_change_optimisation_function_mutated0_MP_rmsprop,0.0016 (reliable)
MM_deepfd030_change_optimisation_function_mutated0_MP_sgd,0.0000 (reliable)
MM_deepfd030_change_weights_initialisation_mutated0_MP_constant_1,0.0238 (reliable)
MM_deepfd030_change_weights_initialisation_mutated0_MP_constant_2,0.0238 (reliable)
MM_deepfd030_change_weights_initialisation_mutated0_MP_constant_3,0.0238 (reliable)
