,FM_deeplocalize024_faulty
MM_deeplocalize024_add_noise_mutated0_MP_100,0.0652 (unreliable)
MM_deeplocalize024_add_weights_regularisation_mutated0_MP_l1_1,0.0455 (unreliable)
MM_deeplocalize024_add_weights_regularisation_mutated0_MP_l1_2,0.0849 (unreliable)
MM_deeplocalize024_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2424 (unreliable)
MM_deeplocalize024_add_weights_regularisation_mutated0_MP_l1_l2_2,0.2437 (reliable)
MM_deeplocalize024_add_weights_regularisation_mutated0_MP_l2_1,0.0693 (unreliable)
MM_deeplocalize024_add_weights_regularisation_mutated0_MP_l2_2,0.1132 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_elu_1,0.0364 (reliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_exponential_1,0.0215 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_exponential_2,0.0490 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_hard_sigmoid_1,0.1207 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_hard_sigmoid_2,0.3047 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_linear_1,0.0500 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_linear_2,0.4000 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_relu_1,0.1919 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_selu_1,0.0109 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_sigmoid_1,0.1068 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_sigmoid_2,0.1111 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_softmax_1,0.0631 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_softmax_2,0.0594 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_softplus_1,0.0571 (reliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_softplus_2,0.2636 (unreliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_softsign_1,0.0759 (reliable)
MM_deeplocalize024_change_activation_function_mutated0_MP_tanh_1,0.0825 (unreliable)
MM_deeplocalize024_change_batch_size_mutated0_MP_10_10,0.1045 (reliable)
MM_deeplocalize024_change_batch_size_mutated0_MP_1_1,0.0217 (unreliable)
MM_deeplocalize024_change_batch_size_mutated0_MP_20_20,0.2746 (reliable)
MM_deeplocalize024_change_batch_size_mutated0_MP_2_2,0.0215 (unreliable)
MM_deeplocalize024_change_epochs_mutated0_MP_1,0.5086 (unreliable)
MM_deeplocalize024_change_epochs_mutated0_MP_14,0.2994 (reliable)
MM_deeplocalize024_change_epochs_mutated0_MP_20,0.2908 (reliable)
MM_deeplocalize024_change_epochs_mutated0_MP_23,0.1282 (reliable)
MM_deeplocalize024_change_epochs_mutated0_MP_26,0.1172 (reliable)
MM_deeplocalize024_change_epochs_mutated0_MP_38,0.2869 (unreliable)
MM_deeplocalize024_change_epochs_mutated0_MP_41,0.0917 (reliable)
MM_deeplocalize024_change_epochs_mutated0_MP_44,0.2571 (unreliable)
MM_deeplocalize024_change_label_mutated0_MP_100,0.1205 (reliable)
