,FM_defect4ml048_faulty
MM_defect4ml048_add_noise_mutated0_MP_100,0.3380 (reliable)
MM_defect4ml048_add_noise_mutated0_MP_50.0,0.3551 (reliable)
MM_defect4ml048_add_noise_mutated0_MP_56.25,0.3705 (reliable)
MM_defect4ml048_add_noise_mutated0_MP_59.38,0.3855 (reliable)
MM_defect4ml048_add_noise_mutated0_MP_62.5,0.3835 (reliable)
MM_defect4ml048_add_noise_mutated0_MP_75.0,0.4218 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_1,0.3680 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_10,0.3712 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_14,0.3457 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_16,0.3723 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_2,0.3884 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_5,0.3943 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_6,0.3757 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_9,0.3644 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3870 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_10,0.3663 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_14,0.3720 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_16,0.3765 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_2,0.4031 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_5,0.3552 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_6,0.3878 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l1_l2_9,0.3755 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_1,0.3375 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_10,0.3701 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_14,0.3399 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_16,0.3389 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_2,0.3475 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_5,0.3382 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_6,0.3579 (reliable)
MM_defect4ml048_add_weights_regularisation_mutated0_MP_l2_9,0.3754 (reliable)
MM_defect4ml048_change_activation_function_mutated0_MP_elu_1,0.3493 (reliable)
MM_defect4ml048_change_activation_function_mutated0_MP_elu_10,0.3836 (reliable)
MM_defect4ml048_change_activation_function_mutated0_MP_elu_14,0.3573 (reliable)
MM_defect4ml048_change_activation_function_mutated0_MP_elu_16,0.2898 (reliable)
MM_defect4ml048_change_activation_function_mutated0_MP_elu_2,0.3501 (reliable)
MM_defect4ml048_change_activation_function_mutated0_MP_elu_5,0.3270 (reliable)
