,FM_deepfd021_faulty
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_1,0.1594 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_11,0.0732 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_14,0.1340 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_4,0.1601 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_7,0.1319 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2005 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_l2_11,0.1116 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_l2_14,0.1688 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_l2_4,0.1642 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l1_l2_7,0.1418 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l2_1,0.1862 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l2_11,0.0840 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l2_14,0.1477 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l2_4,0.1525 (reliable)
MM_deepfd021_add_weights_regularisation_mutated0_MP_l2_7,0.1766 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_elu_12,0.2416 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_elu_15,0.2569 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_elu_2,0.1916 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_elu_5,0.1465 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_elu_8,0.1806 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_exponential_12,0.1596 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_exponential_15,0.1905 (reliable)
MM_deepfd021_change_activation_function_mutated0_MP_exponential_2,0.2071 (reliable)
