,FM_defect4ml054_faulty
MM_defect4ml054_add_noise_mutated0_MP_100,0.4575 (reliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l1_1,0.3419 (reliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l1_2,0.4607 (reliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l1_6,0.2411 (unreliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l1_7,0.4917 (reliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l1_l2_1,0.4918 (unreliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l1_l2_2,0.4634 (reliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l1_l2_6,0.2192 (unreliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l1_l2_7,0.4444 (reliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l2_1,0.3637 (reliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l2_2,0.5010 (reliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l2_6,0.4031 (reliable)
MM_defect4ml054_add_weights_regularisation_mutated0_MP_l2_7,0.4642 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_elu_1,0.3369 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_elu_2,0.3622 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_elu_6,0.2922 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_elu_7,0.2032 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_exponential_1,0.3841 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_exponential_2,0.2208 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_exponential_6,0.3559 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_exponential_7,0.3900 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2187 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_hard_sigmoid_2,0.2107 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_hard_sigmoid_6,0.2157 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_hard_sigmoid_7,0.3857 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_linear_1,0.3291 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_linear_2,0.4106 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_linear_6,0.2741 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_linear_7,0.2040 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_relu_1,0.5029 (unreliable)
MM_defect4ml054_change_activation_function_mutated0_MP_relu_2,0.4627 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_relu_6,0.4387 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_selu_1,0.2602 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_selu_2,0.3195 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_selu_6,0.2367 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_selu_7,0.1906 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_sigmoid_1,0.2095 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_sigmoid_2,0.2101 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_sigmoid_6,0.2045 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_sigmoid_7,0.4583 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softmax_1,0.2067 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softmax_2,0.2115 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softmax_6,0.2061 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softmax_7,0.4587 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softplus_1,0.2765 (unreliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softplus_2,0.2118 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softplus_6,0.4008 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softplus_7,0.4886 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softsign_1,0.3605 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softsign_2,0.4240 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softsign_6,0.3426 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_softsign_7,0.1993 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_tanh_1,0.3126 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_tanh_2,0.3738 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_tanh_6,0.2916 (reliable)
MM_defect4ml054_change_activation_function_mutated0_MP_tanh_7,0.2062 (reliable)
MM_defect4ml054_change_batch_size_mutated0_MP_256_256,0.3840 (reliable)
MM_defect4ml054_change_batch_size_mutated0_MP_32_32,0.1169 (reliable)
MM_defect4ml054_change_batch_size_mutated0_MP_512_512,0.3373 (unreliable)
MM_defect4ml054_change_batch_size_mutated0_MP_64_64,0.2019 (reliable)
MM_defect4ml054_change_dropout_rate_mutated0_MP_0.125_0.125_4,0.3752 (reliable)
MM_defect4ml054_change_dropout_rate_mutated0_MP_0.5_0.5_4,0.4904 (reliable)
MM_defect4ml054_change_dropout_rate_mutated0_MP_0.75_0.75_4,0.4722 (reliable)
MM_defect4ml054_change_dropout_rate_mutated0_MP_0.9_0.9_4,0.3790 (reliable)
MM_defect4ml054_change_epochs_mutated0_MP_1,0.2864 (unreliable)
MM_defect4ml054_change_epochs_mutated0_MP_2,0.4252 (reliable)
MM_defect4ml054_change_epochs_mutated0_MP_3,0.5119 (reliable)
MM_defect4ml054_change_label_mutated0_MP_100,0.2962 (reliable)
MM_defect4ml054_change_label_mutated0_MP_25.0,0.3635 (reliable)
MM_defect4ml054_change_label_mutated0_MP_37.5,0.3166 (reliable)
MM_defect4ml054_change_label_mutated0_MP_40.62,0.3539 (reliable)
MM_defect4ml054_change_label_mutated0_MP_43.75,0.2635 (reliable)
MM_defect4ml054_change_label_mutated0_MP_50.0,0.3081 (reliable)
MM_defect4ml054_change_learning_rate_mutated0_MP_False_0.1,0.0173 (reliable)
MM_defect4ml054_change_loss_function_mutated0_MP_binary_crossentropy,0.2173 (unreliable)
MM_defect4ml054_change_loss_function_mutated0_MP_categorical_hinge,0.3257 (unreliable)
MM_defect4ml054_change_loss_function_mutated0_MP_hinge,0.2123 (reliable)
MM_defect4ml054_change_loss_function_mutated0_MP_huber_loss,0.1995 (reliable)
MM_defect4ml054_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.4088 (reliable)
MM_defect4ml054_change_loss_function_mutated0_MP_logcosh,0.1935 (reliable)
MM_defect4ml054_change_loss_function_mutated0_MP_mean_absolute_error,0.1928 (reliable)
MM_defect4ml054_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.2963 (reliable)
MM_defect4ml054_change_loss_function_mutated0_MP_mean_squared_error,0.2131 (reliable)
MM_defect4ml054_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.1937 (reliable)
MM_defect4ml054_change_loss_function_mutated0_MP_poisson,0.2526 (unreliable)
MM_defect4ml054_change_loss_function_mutated0_MP_squared_hinge,0.2079 (reliable)
MM_defect4ml054_change_optimisation_function_mutated0_MP_adagrad,0.0723 (reliable)
MM_defect4ml054_change_optimisation_function_mutated0_MP_adam,0.0090 (reliable)
MM_defect4ml054_change_optimisation_function_mutated0_MP_adamax,0.0094 (reliable)
MM_defect4ml054_change_optimisation_function_mutated0_MP_nadam,0.0102 (reliable)
MM_defect4ml054_change_optimisation_function_mutated0_MP_rmsprop,0.0076 (reliable)
MM_defect4ml054_change_optimisation_function_mutated0_MP_sgd,0.0386 (reliable)
MM_defect4ml054_change_weights_initialisation_mutated0_MP_constant_1,0.2067 (reliable)
MM_defect4ml054_change_weights_initialisation_mutated0_MP_constant_2,0.2067 (reliable)
MM_defect4ml054_change_weights_initialisation_mutated0_MP_constant_6,0.2067 (reliable)
MM_defect4ml054_change_weights_initialisation_mutated0_MP_constant_7,0.3769 (reliable)
MM_defect4ml054_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.4015 (reliable)
