,FM_cleanml010_faulty
MM_cleanml010_add_noise_mutated0_MP_100,0.1011 (reliable)
MM_cleanml010_add_noise_mutated0_MP_12.5,0.0450 (reliable)
MM_cleanml010_add_noise_mutated0_MP_18.75,0.0884 (reliable)
MM_cleanml010_add_noise_mutated0_MP_21.88,0.0612 (reliable)
MM_cleanml010_add_noise_mutated0_MP_25.0,0.0613 (reliable)
MM_cleanml010_add_noise_mutated0_MP_37.5,0.0514 (reliable)
MM_cleanml010_add_noise_mutated0_MP_40.62,0.0914 (reliable)
MM_cleanml010_add_noise_mutated0_MP_43.75,0.0781 (reliable)
MM_cleanml010_add_noise_mutated0_MP_50.0,0.1136 (reliable)
MM_cleanml010_add_weights_regularisation_mutated0_MP_l1_1,0.0881 (reliable)
MM_cleanml010_add_weights_regularisation_mutated0_MP_l1_2,0.0156 (reliable)
MM_cleanml010_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0857 (reliable)
MM_cleanml010_add_weights_regularisation_mutated0_MP_l1_l2_2,0.0248 (reliable)
MM_cleanml010_add_weights_regularisation_mutated0_MP_l2_1,0.0439 (reliable)
MM_cleanml010_add_weights_regularisation_mutated0_MP_l2_2,0.0385 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_elu_1,0.0457 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_elu_2,0.2997 (unreliable)
MM_cleanml010_change_activation_function_mutated0_MP_exponential_1,0.0386 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_exponential_2,0.0275 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0372 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_hard_sigmoid_2,0.0326 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_linear_1,0.0201 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_linear_2,0.2664 (unreliable)
MM_cleanml010_change_activation_function_mutated0_MP_relu_1,0.0281 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_relu_2,0.2684 (unreliable)
MM_cleanml010_change_activation_function_mutated0_MP_selu_1,0.0305 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_selu_2,0.2880 (unreliable)
MM_cleanml010_change_activation_function_mutated0_MP_sigmoid_1,0.0650 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_sigmoid_2,0.0639 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_softmax_1,0.0247 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_softmax_2,0.4575 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_softplus_1,0.0618 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_softplus_2,0.0309 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_softsign_1,0.0226 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_softsign_2,0.4106 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_tanh_1,0.0152 (reliable)
MM_cleanml010_change_activation_function_mutated0_MP_tanh_2,0.4151 (reliable)
MM_cleanml010_change_batch_size_mutated0_MP_100_100,0.0175 (reliable)
MM_cleanml010_change_batch_size_mutated0_MP_400_400,0.0493 (reliable)
MM_cleanml010_change_batch_size_mutated0_MP_50_50,0.0179 (reliable)
MM_cleanml010_change_batch_size_mutated0_MP_800_800,0.0691 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_1,0.1815 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_100,0.0703 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_150,0.0765 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_175,0.0360 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_182,0.0570 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_183,0.0474 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_184,0.0550 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_185,0.0354 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_188,0.0429 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_50,0.1481 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_75,0.0180 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_82,0.0700 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_85,0.0282 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_86,0.1414 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_87,0.0234 (reliable)
MM_cleanml010_change_epochs_mutated0_MP_88,0.0170 (reliable)
MM_cleanml010_change_label_mutated0_MP_100,0.4575 (reliable)
MM_cleanml010_change_label_mutated0_MP_12.5,0.1827 (reliable)
MM_cleanml010_change_label_mutated0_MP_25.0,0.3379 (reliable)
MM_cleanml010_change_label_mutated0_MP_3.12,0.0485 (reliable)
MM_cleanml010_change_label_mutated0_MP_50.0,0.4266 (reliable)
MM_cleanml010_change_label_mutated0_MP_6.25,0.0755 (reliable)
MM_cleanml010_change_learning_rate_mutated0_MP_False_0.0001,0.0851 (reliable)
MM_cleanml010_change_learning_rate_mutated0_MP_False_0.00055,0.0366 (reliable)
MM_cleanml010_change_learning_rate_mutated0_MP_False_0.00067,0.0577 (reliable)
MM_cleanml010_change_learning_rate_mutated0_MP_False_0.00072,0.0102 (reliable)
MM_cleanml010_change_learning_rate_mutated0_MP_False_0.00075,0.0097 (reliable)
MM_cleanml010_change_learning_rate_mutated0_MP_False_0.00077,0.0145 (reliable)
MM_cleanml010_change_learning_rate_mutated0_MP_False_0.00078,0.0231 (reliable)
MM_cleanml010_change_learning_rate_mutated0_MP_False_0.00089,0.0660 (reliable)
MM_cleanml010_change_learning_rate_mutated0_MP_False_0.00094,0.0319 (reliable)
MM_cleanml010_change_learning_rate_mutated0_MP_False_0.00097,0.0233 (reliable)
MM_cleanml010_change_learning_rate_mutated0_MP_False_0.00098,0.0127 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_binary_crossentropy,0.0259 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_categorical_crossentropy,0.0448 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_categorical_hinge,0.0508 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_hinge,0.0392 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_huber_loss,0.0340 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.4622 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_logcosh,0.0392 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_mean_absolute_error,0.0382 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0476 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_mean_squared_error,0.0521 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.0155 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_poisson,0.0181 (reliable)
MM_cleanml010_change_loss_function_mutated0_MP_squared_hinge,0.0156 (reliable)
MM_cleanml010_change_optimisation_function_mutated0_MP_adadelta,0.2992 (unreliable)
MM_cleanml010_change_optimisation_function_mutated0_MP_adagrad,0.1366 (reliable)
MM_cleanml010_change_optimisation_function_mutated0_MP_adamax,0.1289 (reliable)
MM_cleanml010_change_optimisation_function_mutated0_MP_nadam,0.0836 (reliable)
MM_cleanml010_change_optimisation_function_mutated0_MP_rmsprop,0.0391 (reliable)
MM_cleanml010_change_optimisation_function_mutated0_MP_sgd,0.0729 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_constant_1,0.0507 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_constant_2,0.3852 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.0248 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.0314 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.0422 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.0233 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_he_normal_1,0.0257 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_he_normal_2,0.0260 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_he_uniform_1,0.0175 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_he_uniform_2,0.0377 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_identity_1,0.0360 (reliable)
MM_cleanml010_change_weights_initialisation_mutated0_MP_identity_2,0.2185 (reliable)
