,FM_deeplocalize021_faulty
MM_deeplocalize021_add_activation_function_mutated0_MP_elu_1,0.1166 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_elu_11,0.1324 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_elu_14,0.2222 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_elu_4,0.1244 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_elu_7,0.1217 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_exponential_1,0.2255 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_exponential_11,0.1538 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_exponential_14,0.2834 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_exponential_4,0.2574 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_exponential_7,0.2717 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_hard_sigmoid_1,0.2290 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_hard_sigmoid_11,0.1627 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_hard_sigmoid_14,0.2130 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_hard_sigmoid_4,0.2290 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_hard_sigmoid_7,0.3294 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_linear_1,0.1880 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_linear_11,0.1369 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_linear_14,0.1518 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_linear_4,0.1659 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_linear_7,0.1044 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_relu_1,0.1477 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_relu_11,0.1446 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_relu_14,0.5079 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_relu_4,0.1217 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_relu_7,0.3481 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_selu_1,0.1222 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_selu_11,0.1098 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_selu_14,0.1692 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_selu_4,0.0793 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_selu_7,0.1418 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_sigmoid_1,0.2290 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_sigmoid_11,0.2593 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_sigmoid_14,0.1971 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_sigmoid_4,0.2290 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_sigmoid_7,0.3132 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_softmax_1,0.2207 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_softmax_11,0.1710 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_softmax_14,0.1429 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_softmax_4,0.1793 (reliable)
MM_deeplocalize021_add_activation_function_mutated0_MP_softmax_7,0.2290 (reliable)
