,FM_defect4ml011_faulty
MM_defect4ml011_add_noise_mutated0_MP_100,0.3138 (reliable)
MM_defect4ml011_add_noise_mutated0_MP_50.0,0.3564 (reliable)
MM_defect4ml011_add_noise_mutated0_MP_75.0,0.3281 (reliable)
MM_defect4ml011_add_noise_mutated0_MP_87.5,0.3204 (reliable)
MM_defect4ml011_add_noise_mutated0_MP_93.75,0.3244 (reliable)
MM_defect4ml011_add_noise_mutated0_MP_96.88,0.3331 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_1,0.3029 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_11,0.3741 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_3,0.3174 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_5,0.3375 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_8,0.2580 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_l2_1,0.3309 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_l2_11,0.3569 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_l2_3,0.3211 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_l2_5,0.3501 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l1_l2_8,0.2661 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l2_1,0.3221 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l2_11,0.3220 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l2_3,0.3030 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l2_5,0.3111 (reliable)
MM_defect4ml011_add_weights_regularisation_mutated0_MP_l2_8,0.3608 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_elu_12,0.2047 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_elu_2,0.3241 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_elu_4,0.3190 (reliable)
MM_defect4ml011_change_activation_function_mutated0_MP_elu_6,0.2540 (reliable)
