,FM_deepfd050_faulty
MM_deepfd050_GF_0.01_1,0.0368 (reliable)
MM_deepfd050_GF_0.1_1,0.1170 (reliable)
MM_deepfd050_GF_0.2_1,0.1733 (reliable)
MM_deepfd050_GF_0.6_1,0.2459 (reliable)
MM_deepfd050_GF_1.0_1,0.3059 (reliable)
MM_deepfd050_LD_0.01_1,0.0000 (reliable)
MM_deepfd050_LR_0.01_1,0.0391 (reliable)
MM_deepfd050_NAI_0.01_1,0.1351 (reliable)
MM_deepfd050_NAI_0.1_1,0.2580 (reliable)
MM_deepfd050_NEB_0.01_1,0.0797 (reliable)
MM_deepfd050_NEB_0.1_1,0.1903 (reliable)
MM_deepfd050_NS_0.01_1,0.0748 (reliable)
MM_deepfd050_NS_0.1_1,0.1512 (reliable)
MM_deepfd050_WS_0.01_1,0.0806 (reliable)
MM_deepfd050_WS_0.1_1,0.2227 (reliable)
