,FM_deeplocalize006_faulty
MM_deeplocalize006_add_noise_mutated0_MP_100,0.2508 (reliable)
MM_deeplocalize006_add_noise_mutated0_MP_50.0,0.1823 (reliable)
MM_deeplocalize006_add_noise_mutated0_MP_75.0,0.2036 (reliable)
MM_deeplocalize006_add_noise_mutated0_MP_81.25,0.2473 (reliable)
MM_deeplocalize006_add_noise_mutated0_MP_84.38,0.2562 (reliable)
MM_deeplocalize006_add_noise_mutated0_MP_87.5,0.2626 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_1,0.2256 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_4,0.2192 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_7,0.2169 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2026 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_l2_4,0.2079 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l1_l2_7,0.2501 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l2_1,0.1396 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l2_4,0.1878 (reliable)
MM_deeplocalize006_add_weights_regularisation_mutated0_MP_l2_7,0.1995 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_1,0.1821 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_2,0.1425 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_4,0.1837 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_5,0.1300 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_7,0.2638 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_elu_8,0.6928 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2615 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_hard_sigmoid_2,0.2773 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_hard_sigmoid_4,0.2786 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_hard_sigmoid_5,0.2405 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_hard_sigmoid_7,0.7057 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_hard_sigmoid_8,0.5607 (unreliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_linear_1,0.1797 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_linear_2,0.1341 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_linear_4,0.2321 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_linear_5,0.1630 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_linear_7,0.1778 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_linear_8,0.6608 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_relu_1,0.2095 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_relu_2,0.1740 (reliable)
MM_deeplocalize006_change_activation_function_mutated0_MP_relu_4,0.1741 (reliable)
