,FM_cleanml018_faulty
MM_cleanml018_add_noise_mutated0_MP_100,0.2446 (reliable)
MM_cleanml018_add_noise_mutated0_MP_50.0,0.3296 (reliable)
MM_cleanml018_add_noise_mutated0_MP_75.0,0.2859 (reliable)
MM_cleanml018_add_noise_mutated0_MP_87.5,0.2616 (reliable)
MM_cleanml018_add_noise_mutated0_MP_93.75,0.2409 (reliable)
MM_cleanml018_add_noise_mutated0_MP_96.88,0.2442 (reliable)
MM_cleanml018_add_weights_regularisation_mutated0_MP_l1_1,0.2316 (reliable)
MM_cleanml018_add_weights_regularisation_mutated0_MP_l1_2,0.3644 (reliable)
MM_cleanml018_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2373 (reliable)
MM_cleanml018_add_weights_regularisation_mutated0_MP_l1_l2_2,0.3287 (reliable)
MM_cleanml018_add_weights_regularisation_mutated0_MP_l2_1,0.2500 (reliable)
MM_cleanml018_add_weights_regularisation_mutated0_MP_l2_2,0.3488 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_elu_1,0.2617 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_elu_2,0.2077 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_exponential_1,0.3049 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_exponential_2,0.1540 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2446 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_hard_sigmoid_2,0.3403 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_linear_1,0.2174 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_linear_2,0.1965 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_relu_1,0.3251 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_relu_2,0.2094 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_selu_1,0.2663 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_selu_2,0.2063 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_sigmoid_1,0.2741 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_sigmoid_2,0.3166 (reliable)
MM_cleanml018_change_activation_function_mutated0_MP_softmax_1,0.3038 (reliable)
