,FM_deepfd014_faulty
MM_deepfd014_GF_0.01_1,0.0050 (reliable)
MM_deepfd014_GF_0.1_1,0.0089 (reliable)
MM_deepfd014_GF_0.2_1,0.0102 (reliable)
MM_deepfd014_GF_0.6_1,0.0458 (reliable)
MM_deepfd014_GF_1.0_1,0.0614 (reliable)
MM_deepfd014_LA_0.01_1,0.0000 (reliable)
MM_deepfd014_NAI_0.01_1,0.0106 (reliable)
MM_deepfd014_NAI_0.1_1,0.0281 (reliable)
MM_deepfd014_NAI_0.2_1,0.0929 (reliable)
MM_deepfd014_NEB_0.01_1,0.0085 (reliable)
MM_deepfd014_NEB_0.1_1,0.0142 (reliable)
MM_deepfd014_NEB_0.2_1,0.0404 (reliable)
MM_deepfd014_NS_0.1_1,0.0202 (reliable)
MM_deepfd014_WS_0.01_1,0.0124 (reliable)
MM_deepfd014_WS_0.1_1,0.0412 (reliable)
MM_deepfd014_WS_0.2_1,0.0411 (reliable)
