,FM_deeplocalize027_faulty
MM_deeplocalize027_GF_0.01_1,0.0654 (reliable)
MM_deeplocalize027_GF_0.1_1,0.2992 (reliable)
MM_deeplocalize027_GF_0.2_1,0.3697 (reliable)
MM_deeplocalize027_GF_0.6_1,0.6193 (reliable)
MM_deeplocalize027_LA_0.01_1,0.1850 (reliable)
MM_deeplocalize027_LD_0.01_1,0.0000 (reliable)
MM_deeplocalize027_LR_0.01_1,0.0000 (reliable)
MM_deeplocalize027_NAI_0.01_1,0.1286 (reliable)
MM_deeplocalize027_NAI_0.1_1,0.7285 (reliable)
MM_deeplocalize027_NEB_0.01_1,0.1407 (reliable)
MM_deeplocalize027_NEB_0.1_1,0.3397 (reliable)
MM_deeplocalize027_NEB_0.2_1,0.5458 (unreliable)
MM_deeplocalize027_NEB_0.6_1,0.7554 (reliable)
MM_deeplocalize027_NS_0.01_1,0.1078 (reliable)
MM_deeplocalize027_NS_0.1_1,0.3241 (reliable)
MM_deeplocalize027_NS_0.2_1,0.6214 (reliable)
MM_deeplocalize027_NS_0.6_1,0.7789 (reliable)
MM_deeplocalize027_NS_1.0_1,0.8313 (reliable)
MM_deeplocalize027_WS_0.01_1,0.0474 (reliable)
MM_deeplocalize027_WS_0.1_1,0.4281 (reliable)
MM_deeplocalize027_WS_0.2_1,0.5466 (unreliable)
MM_deeplocalize027_WS_0.6_1,0.7888 (reliable)
