,FM_deeplocalize002_faulty
MM_deeplocalize002_original0_GF_0.01_1,0.0718 (reliable)
MM_deeplocalize002_original0_LA_0.01_1,0.0289 (reliable)
MM_deeplocalize002_original0_LD_0.01_1,0.0741 (reliable)
MM_deeplocalize002_original0_LR_0.01_1,0.0741 (reliable)
MM_deeplocalize002_original0_NAI_0.01_1,0.0842 (reliable)
MM_deeplocalize002_original0_NEB_0.01_1,0.0782 (reliable)
MM_deeplocalize002_original0_NS_0.01_1,0.0534 (reliable)
MM_deeplocalize002_original0_WS_0.01_1,0.0718 (reliable)
MM_deeplocalize002_original1_GF_0.01_1,0.0756 (reliable)
MM_deeplocalize002_original1_LA_0.01_1,0.0245 (reliable)
MM_deeplocalize002_original1_LD_0.01_1,0.0668 (reliable)
MM_deeplocalize002_original1_LR_0.01_1,0.0668 (reliable)
MM_deeplocalize002_original1_NAI_0.01_1,0.0284 (reliable)
MM_deeplocalize002_original1_NEB_0.01_1,0.0740 (reliable)
MM_deeplocalize002_original1_NS_0.01_1,0.0504 (reliable)
MM_deeplocalize002_original1_WS_0.01_1,0.0747 (reliable)
MM_deeplocalize002_original2_GF_0.01_1,0.0735 (reliable)
MM_deeplocalize002_original2_LA_0.01_1,0.0261 (reliable)
MM_deeplocalize002_original2_LD_0.01_1,0.0752 (reliable)
MM_deeplocalize002_original2_LR_0.01_1,0.0752 (reliable)
MM_deeplocalize002_original2_NAI_0.01_1,0.0860 (reliable)
MM_deeplocalize002_original2_NEB_0.01_1,0.0364 (reliable)
MM_deeplocalize002_original2_NS_0.01_1,0.0575 (reliable)
MM_deeplocalize002_original2_WS_0.01_1,0.0485 (reliable)
MM_deeplocalize002_original3_GF_0.01_1,0.0712 (reliable)
MM_deeplocalize002_original3_LA_0.01_1,0.0260 (reliable)
MM_deeplocalize002_original3_LD_0.01_1,0.0674 (reliable)
MM_deeplocalize002_original3_LR_0.01_1,0.0674 (reliable)
MM_deeplocalize002_original3_NAI_0.01_1,0.0772 (reliable)
MM_deeplocalize002_original3_NEB_0.01_1,0.0717 (reliable)
MM_deeplocalize002_original3_NS_0.01_1,0.0585 (reliable)
MM_deeplocalize002_original3_WS_0.01_1,0.0744 (reliable)
MM_deeplocalize002_original4_GF_0.01_1,0.0914 (reliable)
MM_deeplocalize002_original4_LA_0.01_1,0.0761 (reliable)
MM_deeplocalize002_original4_LD_0.01_1,0.0761 (reliable)
MM_deeplocalize002_original4_LR_0.01_1,0.0761 (reliable)
MM_deeplocalize002_original4_NAI_0.01_1,0.0796 (reliable)
MM_deeplocalize002_original4_NEB_0.01_1,0.0868 (reliable)
MM_deeplocalize002_original4_NS_0.01_1,0.0580 (reliable)
MM_deeplocalize002_original4_WS_0.01_1,0.0798 (reliable)
