,FM_cleanml017_faulty
MM_cleanml017_original0_GF_0.01_1,0.2201 (reliable)
MM_cleanml017_original0_LA_0.01_1,0.1757 (reliable)
MM_cleanml017_original0_NAI_0.01_1,0.2081 (reliable)
MM_cleanml017_original0_NEB_0.01_1,0.1916 (reliable)
MM_cleanml017_original0_NS_0.01_1,0.2235 (reliable)
MM_cleanml017_original0_WS_0.01_1,0.2407 (reliable)
MM_cleanml017_original1_GF_0.01_1,0.2186 (reliable)
MM_cleanml017_original1_LA_0.01_1,0.2214 (reliable)
MM_cleanml017_original1_NAI_0.01_1,0.2594 (reliable)
MM_cleanml017_original1_NEB_0.01_1,0.2134 (reliable)
MM_cleanml017_original1_NS_0.01_1,0.2410 (reliable)
MM_cleanml017_original1_WS_0.01_1,0.2329 (reliable)
MM_cleanml017_original2_GF_0.01_1,0.2104 (reliable)
MM_cleanml017_original2_LA_0.01_1,0.1952 (reliable)
MM_cleanml017_original2_NAI_0.01_1,0.2669 (reliable)
MM_cleanml017_original2_NEB_0.01_1,0.2008 (reliable)
MM_cleanml017_original2_NS_0.01_1,0.2266 (reliable)
MM_cleanml017_original2_WS_0.01_1,0.2385 (reliable)
MM_cleanml017_original3_GF_0.01_1,0.1953 (reliable)
MM_cleanml017_original3_LA_0.01_1,0.2226 (reliable)
MM_cleanml017_original3_NAI_0.01_1,0.2101 (reliable)
MM_cleanml017_original3_NEB_0.01_1,0.1773 (reliable)
MM_cleanml017_original3_NS_0.01_1,0.2385 (reliable)
MM_cleanml017_original3_WS_0.01_1,0.1771 (reliable)
MM_cleanml017_original4_GF_0.01_1,0.2475 (reliable)
MM_cleanml017_original4_LA_0.01_1,0.2725 (reliable)
MM_cleanml017_original4_NAI_0.01_1,0.2799 (reliable)
MM_cleanml017_original4_NEB_0.01_1,0.2568 (reliable)
MM_cleanml017_original4_NS_0.01_1,0.2582 (reliable)
MM_cleanml017_original4_WS_0.01_1,0.2436 (reliable)
