,FM_deepfd026_faulty
MM_deepfd026_add_noise_mutated0_MP_100,0.0037 (reliable)
MM_deepfd026_add_weights_regularisation_mutated0_MP_l1_1,0.0060 (reliable)
MM_deepfd026_add_weights_regularisation_mutated0_MP_l1_3,0.0037 (reliable)
MM_deepfd026_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0195 (reliable)
MM_deepfd026_add_weights_regularisation_mutated0_MP_l1_l2_3,0.0172 (reliable)
MM_deepfd026_add_weights_regularisation_mutated0_MP_l2_1,0.0126 (reliable)
MM_deepfd026_add_weights_regularisation_mutated0_MP_l2_3,0.0035 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_elu_2,0.0006 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_elu_3,0.0583 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_exponential_2,0.0033 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_exponential_3,0.0054 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_hard_sigmoid_2,0.0035 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_hard_sigmoid_3,0.0042 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_linear_2,0.0008 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_linear_3,0.0462 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_relu_2,0.0008 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_relu_3,0.4426 (unreliable)
MM_deepfd026_change_activation_function_mutated0_MP_selu_2,0.0015 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_selu_3,0.0814 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_sigmoid_2,0.0062 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_sigmoid_3,0.0033 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_softmax_2,0.6343 (unreliable)
MM_deepfd026_change_activation_function_mutated0_MP_softmax_3,0.0023 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_softplus_2,0.0012 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_softplus_3,0.0074 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_softsign_2,0.0008 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_softsign_3,0.0331 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_tanh_2,0.0008 (reliable)
MM_deepfd026_change_activation_function_mutated0_MP_tanh_3,0.0079 (reliable)
MM_deepfd026_change_batch_size_mutated0_MP_125_125,0.0008 (reliable)
MM_deepfd026_change_batch_size_mutated0_MP_250_250,0.0008 (reliable)
MM_deepfd026_change_epochs_mutated0_MP_1,0.2372 (reliable)
MM_deepfd026_change_label_mutated0_MP_100,0.1122 (reliable)
MM_deepfd026_change_label_mutated0_MP_12.5,0.0096 (reliable)
MM_deepfd026_change_label_mutated0_MP_25.0,0.0282 (reliable)
MM_deepfd026_change_label_mutated0_MP_50.0,0.1262 (reliable)
MM_deepfd026_change_label_mutated0_MP_6.25,0.2015 (reliable)
MM_deepfd026_change_label_mutated0_MP_9.38,0.0067 (reliable)
MM_deepfd026_change_learning_rate_mutated0_MP_False_0.0001,0.0993 (reliable)
MM_deepfd026_change_learning_rate_mutated0_MP_False_0.0006,0.0278 (reliable)
MM_deepfd026_change_learning_rate_mutated0_MP_False_0.0008,0.0068 (reliable)
MM_deepfd026_change_learning_rate_mutated0_MP_False_0.0009,0.0046 (reliable)
MM_deepfd026_change_loss_function_mutated0_MP_binary_crossentropy,0.0147 (reliable)
MM_deepfd026_change_loss_function_mutated0_MP_categorical_crossentropy,0.2102 (unreliable)
MM_deepfd026_change_loss_function_mutated0_MP_categorical_hinge,0.2367 (unreliable)
MM_deepfd026_change_loss_function_mutated0_MP_hinge,0.0220 (reliable)
MM_deepfd026_change_loss_function_mutated0_MP_huber_loss,0.0015 (reliable)
MM_deepfd026_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.6852 (unreliable)
MM_deepfd026_change_loss_function_mutated0_MP_logcosh,0.0039 (reliable)
MM_deepfd026_change_loss_function_mutated0_MP_mean_absolute_error,0.0081 (reliable)
MM_deepfd026_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.9576 (unreliable)
MM_deepfd026_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.0104 (reliable)
MM_deepfd026_change_loss_function_mutated0_MP_poisson,0.0052 (reliable)
MM_deepfd026_change_loss_function_mutated0_MP_squared_hinge,0.0420 (reliable)
MM_deepfd026_change_optimisation_function_mutated0_MP_adadelta,0.4209 (unreliable)
MM_deepfd026_change_optimisation_function_mutated0_MP_adagrad,0.3446 (unreliable)
MM_deepfd026_change_optimisation_function_mutated0_MP_adamax,0.0282 (reliable)
MM_deepfd026_change_optimisation_function_mutated0_MP_nadam,0.0048 (reliable)
MM_deepfd026_change_optimisation_function_mutated0_MP_rmsprop,0.0116 (reliable)
MM_deepfd026_change_optimisation_function_mutated0_MP_sgd,0.0842 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_constant_1,0.6343 (unreliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_constant_3,0.0050 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.0039 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_glorot_normal_3,0.0495 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.0039 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_glorot_uniform_3,0.0769 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_he_normal_1,0.0042 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_he_normal_3,0.2200 (unreliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_he_uniform_1,0.0060 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_he_uniform_3,0.0339 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_identity_1,0.0008 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_identity_3,0.4193 (unreliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.0029 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_lecun_normal_3,0.4316 (unreliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.0025 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_lecun_uniform_3,0.2152 (unreliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_ones_1,0.0006 (reliable)
MM_deepfd026_change_weights_initialisation_mutated0_MP_ones_3,0.0070 (reliable)
