,FM_deepfd028_faulty
MM_deepfd028_GF_0.01_1,0.0237 (unreliable)
MM_deepfd028_GF_0.1_1,0.1714 (unreliable)
MM_deepfd028_GF_0.2_1,0.1832 (unreliable)
MM_deepfd028_GF_0.6_1,0.4236 (unreliable)
MM_deepfd028_GF_1.0_1,0.2911 (unreliable)
MM_deepfd028_LD_0.01_1,0.0000 (unreliable)
MM_deepfd028_LR_0.01_1,0.0000 (unreliable)
MM_deepfd028_NAI_0.01_1,0.2000 (unreliable)
MM_deepfd028_NAI_0.1_1,0.2545 (unreliable)
MM_deepfd028_NEB_0.01_1,0.0233 (unreliable)
MM_deepfd028_NEB_0.1_1,0.1657 (unreliable)
MM_deepfd028_NEB_0.2_1,0.1130 (unreliable)
MM_deepfd028_NS_0.01_1,0.0058 (unreliable)
MM_deepfd028_WS_0.01_1,0.0872 (unreliable)
MM_deepfd028_WS_0.1_1,0.2773 (unreliable)
