,FM_deeplocalize038_faulty
MM_deeplocalize038_add_noise_mutated0_MP_100,0.3763 (reliable)
MM_deeplocalize038_add_noise_mutated0_MP_53.12,0.2153 (reliable)
MM_deeplocalize038_add_noise_mutated0_MP_56.25,0.2630 (reliable)
MM_deeplocalize038_add_noise_mutated0_MP_62.5,0.4700 (reliable)
MM_deeplocalize038_add_noise_mutated0_MP_75.0,0.2525 (reliable)
MM_deeplocalize038_add_weights_regularisation_mutated0_MP_l1_1,0.3120 (reliable)
MM_deeplocalize038_add_weights_regularisation_mutated0_MP_l1_2,0.2765 (reliable)
MM_deeplocalize038_add_weights_regularisation_mutated0_MP_l1_3,0.1416 (reliable)
MM_deeplocalize038_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2200 (reliable)
MM_deeplocalize038_add_weights_regularisation_mutated0_MP_l1_l2_2,0.0174 (reliable)
MM_deeplocalize038_add_weights_regularisation_mutated0_MP_l1_l2_3,0.2012 (reliable)
MM_deeplocalize038_add_weights_regularisation_mutated0_MP_l2_1,0.2765 (reliable)
MM_deeplocalize038_add_weights_regularisation_mutated0_MP_l2_2,0.2765 (reliable)
MM_deeplocalize038_add_weights_regularisation_mutated0_MP_l2_3,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_elu_1,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_elu_2,0.2200 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_elu_3,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_exponential_1,0.2349 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_exponential_2,0.2153 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_exponential_3,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2200 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_hard_sigmoid_2,0.3227 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_hard_sigmoid_3,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_linear_1,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_linear_2,0.2200 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_linear_3,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_relu_1,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_relu_2,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_relu_3,0.1095 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_selu_1,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_selu_2,0.2765 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_selu_3,0.1451 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_sigmoid_1,0.1416 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_sigmoid_2,0.3763 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_sigmoid_3,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_softmax_1,0.2200 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_softmax_2,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_softmax_3,0.0484 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_softplus_1,0.1416 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_softplus_2,0.2694 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_softplus_3,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_softsign_1,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_softsign_2,0.2149 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_softsign_3,0.3045 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_tanh_1,0.0000 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_tanh_2,0.2721 (reliable)
MM_deeplocalize038_change_activation_function_mutated0_MP_tanh_3,0.1687 (reliable)
MM_deeplocalize038_change_batch_size_mutated0_MP_128_128,0.0000 (reliable)
MM_deeplocalize038_change_batch_size_mutated0_MP_16_16,0.2182 (reliable)
MM_deeplocalize038_change_batch_size_mutated0_MP_256_256,0.2707 (reliable)
MM_deeplocalize038_change_batch_size_mutated0_MP_32_32,0.0760 (reliable)
MM_deeplocalize038_change_epochs_mutated0_MP_1,0.1416 (reliable)
MM_deeplocalize038_change_learning_rate_mutated0_MP_False_0.001,0.7615 (unreliable)
MM_deeplocalize038_change_learning_rate_mutated0_MP_False_0.0032,0.1923 (reliable)
MM_deeplocalize038_change_learning_rate_mutated0_MP_False_0.0043,0.2200 (reliable)
MM_deeplocalize038_change_learning_rate_mutated0_MP_False_0.0049,0.0000 (reliable)
MM_deeplocalize038_change_learning_rate_mutated0_MP_False_0.0052,0.1782 (reliable)
MM_deeplocalize038_change_learning_rate_mutated0_MP_False_0.0053,0.2156 (reliable)
MM_deeplocalize038_change_learning_rate_mutated0_MP_False_0.0054,0.0000 (reliable)
MM_deeplocalize038_change_learning_rate_mutated0_MP_False_0.0055,0.1133 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_binary_crossentropy,0.0000 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_categorical_crossentropy,0.2525 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_categorical_hinge,0.2525 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_hinge,0.2525 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_huber_loss,0.0000 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.0484 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_logcosh,0.0000 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_mean_absolute_error,0.2525 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.2525 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.0000 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_poisson,0.0873 (reliable)
MM_deeplocalize038_change_loss_function_mutated0_MP_squared_hinge,0.2525 (reliable)
MM_deeplocalize038_change_optimisation_function_mutated0_MP_adadelta,0.0889 (unreliable)
MM_deeplocalize038_change_optimisation_function_mutated0_MP_adagrad,0.0867 (reliable)
MM_deeplocalize038_change_optimisation_function_mutated0_MP_adamax,0.2943 (reliable)
MM_deeplocalize038_change_optimisation_function_mutated0_MP_nadam,0.7561 (unreliable)
MM_deeplocalize038_change_optimisation_function_mutated0_MP_rmsprop,0.7079 (unreliable)
MM_deeplocalize038_change_optimisation_function_mutated0_MP_sgd,0.2525 (reliable)
MM_deeplocalize038_change_weights_initialisation_mutated0_MP_constant_1,0.2525 (reliable)
MM_deeplocalize038_change_weights_initialisation_mutated0_MP_constant_2,0.2525 (reliable)
MM_deeplocalize038_change_weights_initialisation_mutated0_MP_constant_3,0.1416 (reliable)
MM_deeplocalize038_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.1416 (reliable)
MM_deeplocalize038_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.1416 (reliable)
MM_deeplocalize038_change_weights_initialisation_mutated0_MP_glorot_normal_3,0.0000 (reliable)
MM_deeplocalize038_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.2316 (reliable)
MM_deeplocalize038_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.0000 (reliable)
MM_deeplocalize038_change_weights_initialisation_mutated0_MP_glorot_uniform_3,0.1416 (reliable)
