,FM_defect4ml054_faulty
MM_defect4ml054_original0_GF_0.01_1,0.2341 (reliable)
MM_defect4ml054_original0_LA_0.01_1,0.3122 (unreliable)
MM_defect4ml054_original0_LD_0.01_1,0.2183 (reliable)
MM_defect4ml054_original0_LR_0.01_1,0.2183 (reliable)
MM_defect4ml054_original0_NAI_0.01_1,0.2480 (reliable)
MM_defect4ml054_original0_NEB_0.01_1,0.2468 (reliable)
MM_defect4ml054_original0_NS_0.01_1,0.2724 (reliable)
MM_defect4ml054_original0_WS_0.01_1,0.2507 (reliable)
MM_defect4ml054_original1_GF_0.01_1,0.2969 (reliable)
MM_defect4ml054_original1_LA_0.01_1,0.2893 (reliable)
MM_defect4ml054_original1_LD_0.01_1,0.2893 (reliable)
MM_defect4ml054_original1_LR_0.01_1,0.2893 (reliable)
MM_defect4ml054_original1_NAI_0.01_1,0.3373 (reliable)
MM_defect4ml054_original1_NEB_0.01_1,0.3053 (reliable)
MM_defect4ml054_original1_NS_0.01_1,0.3048 (reliable)
MM_defect4ml054_original1_WS_0.01_1,0.3103 (reliable)
MM_defect4ml054_original2_GF_0.01_1,0.1763 (reliable)
MM_defect4ml054_original2_LA_0.01_1,0.2730 (reliable)
MM_defect4ml054_original2_LD_0.01_1,0.1578 (reliable)
MM_defect4ml054_original2_LR_0.01_1,0.1578 (reliable)
MM_defect4ml054_original2_NAI_0.01_1,0.1942 (reliable)
MM_defect4ml054_original2_NEB_0.01_1,0.2367 (reliable)
MM_defect4ml054_original2_NS_0.01_1,0.2069 (reliable)
MM_defect4ml054_original2_WS_0.01_1,0.1934 (reliable)
MM_defect4ml054_original3_GF_0.01_1,0.3372 (reliable)
MM_defect4ml054_original3_LA_0.01_1,0.2109 (reliable)
MM_defect4ml054_original3_LD_0.01_1,0.2987 (reliable)
MM_defect4ml054_original3_LR_0.01_1,0.2987 (reliable)
MM_defect4ml054_original3_NAI_0.01_1,0.3525 (reliable)
MM_defect4ml054_original3_NEB_0.01_1,0.3303 (reliable)
MM_defect4ml054_original3_NS_0.01_1,0.3381 (reliable)
MM_defect4ml054_original3_WS_0.01_1,0.3383 (reliable)
MM_defect4ml054_original4_GF_0.01_1,0.1958 (reliable)
MM_defect4ml054_original4_LA_0.01_1,0.3545 (reliable)
MM_defect4ml054_original4_LD_0.01_1,0.1778 (reliable)
MM_defect4ml054_original4_LR_0.01_1,0.1778 (reliable)
MM_defect4ml054_original4_NAI_0.01_1,0.2172 (reliable)
MM_defect4ml054_original4_NEB_0.01_1,0.2226 (reliable)
MM_defect4ml054_original4_NS_0.01_1,0.2058 (reliable)
MM_defect4ml054_original4_WS_0.01_1,0.2008 (reliable)
