,FM_deepfd022_faulty
MM_deepfd022_original0_GF_0.01_1,0.0650 (reliable)
MM_deepfd022_original0_LD_0.01_1,0.0681 (reliable)
MM_deepfd022_original0_LR_0.01_1,0.2288 (reliable)
MM_deepfd022_original0_NAI_0.01_1,0.0694 (reliable)
MM_deepfd022_original0_NEB_0.01_1,0.0728 (reliable)
MM_deepfd022_original0_NS_0.01_1,0.0673 (reliable)
MM_deepfd022_original0_WS_0.01_1,0.0673 (reliable)
MM_deepfd022_original1_GF_0.01_1,0.2115 (reliable)
MM_deepfd022_original1_LA_0.01_1,0.1995 (reliable)
MM_deepfd022_original1_LD_0.01_1,0.1995 (reliable)
MM_deepfd022_original1_LR_0.01_1,0.1319 (reliable)
MM_deepfd022_original1_NAI_0.01_1,0.2774 (reliable)
MM_deepfd022_original1_NEB_0.01_1,0.2096 (reliable)
MM_deepfd022_original1_NS_0.01_1,0.1942 (reliable)
MM_deepfd022_original1_WS_0.01_1,0.2225 (reliable)
MM_deepfd022_original2_GF_0.01_1,0.0963 (reliable)
MM_deepfd022_original2_LA_0.01_1,0.2729 (unreliable)
MM_deepfd022_original2_LD_0.01_1,0.0963 (reliable)
MM_deepfd022_original2_LR_0.01_1,0.0059 (reliable)
MM_deepfd022_original2_NAI_0.01_1,0.0984 (reliable)
MM_deepfd022_original2_NEB_0.01_1,0.0986 (reliable)
MM_deepfd022_original2_NS_0.01_1,0.1055 (reliable)
MM_deepfd022_original2_WS_0.01_1,0.1050 (reliable)
MM_deepfd022_original3_GF_0.01_1,0.5529 (reliable)
MM_deepfd022_original3_LA_0.01_1,0.6547 (reliable)
MM_deepfd022_original3_LD_0.01_1,0.5768 (reliable)
MM_deepfd022_original3_LR_0.01_1,0.6142 (reliable)
MM_deepfd022_original3_NAI_0.01_1,0.4879 (reliable)
MM_deepfd022_original3_NEB_0.01_1,0.5865 (reliable)
MM_deepfd022_original3_NS_0.01_1,0.5822 (reliable)
MM_deepfd022_original4_GF_0.01_1,0.1104 (reliable)
MM_deepfd022_original4_LA_0.01_1,0.1004 (reliable)
MM_deepfd022_original4_LD_0.01_1,0.1172 (reliable)
MM_deepfd022_original4_LR_0.01_1,0.0887 (reliable)
MM_deepfd022_original4_NAI_0.01_1,0.1399 (reliable)
MM_deepfd022_original4_NEB_0.01_1,0.1447 (reliable)
MM_deepfd022_original4_NS_0.01_1,0.1172 (reliable)
MM_deepfd022_original4_WS_0.01_1,0.1172 (reliable)
