,FM_deepfd008_faulty
MM_deepfd008_GF_0.01_1,0.0028 (reliable)
MM_deepfd008_GF_0.1_1,0.0296 (reliable)
MM_deepfd008_GF_0.2_1,0.0464 (reliable)
MM_deepfd008_GF_0.6_1,0.1446 (reliable)
MM_deepfd008_GF_1.0_1,0.2003 (reliable)
MM_deepfd008_LA_0.01_1,0.1576 (reliable)
MM_deepfd008_NAI_0.01_1,0.1150 (reliable)
MM_deepfd008_NAI_0.1_1,0.3928 (reliable)
MM_deepfd008_NAI_0.2_1,0.4804 (unreliable)
MM_deepfd008_NEB_0.01_1,0.0497 (reliable)
MM_deepfd008_NEB_0.1_1,0.1334 (reliable)
MM_deepfd008_NEB_0.2_1,0.4096 (unreliable)
MM_deepfd008_NEB_0.6_1,0.5513 (reliable)
MM_deepfd008_NS_0.01_1,0.0061 (reliable)
MM_deepfd008_NS_0.1_1,0.3053 (reliable)
MM_deepfd008_NS_0.2_1,0.4933 (unreliable)
MM_deepfd008_NS_0.6_1,0.6049 (unreliable)
MM_deepfd008_NS_1.0_1,0.5525 (reliable)
MM_deepfd008_WS_0.01_1,0.0119 (reliable)
MM_deepfd008_WS_0.1_1,0.2143 (reliable)
MM_deepfd008_WS_0.2_1,0.3121 (reliable)
MM_deepfd008_WS_0.6_1,0.5579 (unreliable)
