,FM_deeplocalize026_faulty
MM_deeplocalize026_add_noise_mutated0_MP_100,0.14909090909090908
MM_deeplocalize026_add_weights_regularisation_mutated0_MP_l1_1,0.06890459363957596
MM_deeplocalize026_add_weights_regularisation_mutated0_MP_l1_3,0.2093023255813953
MM_deeplocalize026_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0855263157894737
MM_deeplocalize026_add_weights_regularisation_mutated0_MP_l1_l2_3,0.059163059163059147
MM_deeplocalize026_add_weights_regularisation_mutated0_MP_l2_1,0.05766312594840667
MM_deeplocalize026_add_weights_regularisation_mutated0_MP_l2_3,0.05323193916349809
MM_deeplocalize026_change_activation_function_mutated0_MP_elu_1,0.23956723338485317
MM_deeplocalize026_change_activation_function_mutated0_MP_elu_2,0.0020964360587002098
MM_deeplocalize026_change_activation_function_mutated0_MP_elu_3,0.021303258145363407
MM_deeplocalize026_change_activation_function_mutated0_MP_exponential_1,0.38924050632911383
MM_deeplocalize026_change_activation_function_mutated0_MP_exponential_2,0.29368029739776946
MM_deeplocalize026_change_activation_function_mutated0_MP_exponential_3,1.0
MM_deeplocalize026_change_activation_function_mutated0_MP_hard_sigmoid_1,0.13235294117647056
MM_deeplocalize026_change_activation_function_mutated0_MP_hard_sigmoid_2,0.1236162361623616
MM_deeplocalize026_change_activation_function_mutated0_MP_hard_sigmoid_3,0.13575525812619502
MM_deeplocalize026_change_activation_function_mutated0_MP_linear_1,0.07129094412331408
MM_deeplocalize026_change_activation_function_mutated0_MP_linear_2,0.0
MM_deeplocalize026_change_activation_function_mutated0_MP_linear_3,0.0
MM_deeplocalize026_change_activation_function_mutated0_MP_relu_1,0.1328413284132841
MM_deeplocalize026_change_activation_function_mutated0_MP_relu_2,0.0
MM_deeplocalize026_change_activation_function_mutated0_MP_relu_3,0.0055248618784530384
MM_deeplocalize026_change_activation_function_mutated0_MP_selu_1,0.03891050583657587
MM_deeplocalize026_change_activation_function_mutated0_MP_selu_2,0.006329113924050633
MM_deeplocalize026_change_activation_function_mutated0_MP_selu_3,0.017955801104972375
MM_deeplocalize026_change_activation_function_mutated0_MP_sigmoid_1,0.13235294117647056
MM_deeplocalize026_change_activation_function_mutated0_MP_sigmoid_2,0.0966010733452594
MM_deeplocalize026_change_activation_function_mutated0_MP_sigmoid_3,0.27910958904109595
MM_deeplocalize026_change_activation_function_mutated0_MP_softmax_1,0.0
MM_deeplocalize026_change_activation_function_mutated0_MP_softmax_2,0.0
MM_deeplocalize026_change_activation_function_mutated0_MP_softmax_3,1.0
MM_deeplocalize026_change_activation_function_mutated0_MP_softplus_1,0.13235294117647056
MM_deeplocalize026_change_activation_function_mutated0_MP_softplus_2,0.1319587628865979
MM_deeplocalize026_change_activation_function_mutated0_MP_softplus_3,0.4233261339092873
MM_deeplocalize026_change_activation_function_mutated0_MP_softsign_1,0.17965023847376785
MM_deeplocalize026_change_activation_function_mutated0_MP_softsign_2,0.0
MM_deeplocalize026_change_activation_function_mutated0_MP_softsign_3,0.0
MM_deeplocalize026_change_activation_function_mutated0_MP_tanh_1,0.10032894736842106
MM_deeplocalize026_change_activation_function_mutated0_MP_tanh_2,0.0
MM_deeplocalize026_change_activation_function_mutated0_MP_tanh_3,0.0
MM_deeplocalize026_change_batch_size_mutated0_MP_100_100,0.1195219123505976
MM_deeplocalize026_change_batch_size_mutated0_MP_400_400,0.1279279279279279
MM_deeplocalize026_change_batch_size_mutated0_MP_50_50,0.027600849256900213
MM_deeplocalize026_change_batch_size_mutated0_MP_800_800,0.0
MM_deeplocalize026_change_epochs_mutated0_MP_1,0.7063063063063063
MM_deeplocalize026_change_epochs_mutated0_MP_26,0.2266881028938907
MM_deeplocalize026_change_epochs_mutated0_MP_38,0.3946360153256705
MM_deeplocalize026_change_epochs_mutated0_MP_41,0.2912332838038633
MM_deeplocalize026_change_epochs_mutated0_MP_42,0.29310344827586204
MM_deeplocalize026_change_epochs_mutated0_MP_44,0.5358649789029535
MM_deeplocalize026_change_epochs_mutated0_MP_50,0.24394785847299816
MM_deeplocalize026_change_epochs_mutated0_MP_75,0.3662207357859532
MM_deeplocalize026_change_epochs_mutated0_MP_88,0.15481832543443919
MM_deeplocalize026_change_epochs_mutated0_MP_89,0.10969793322734499
MM_deeplocalize026_change_epochs_mutated0_MP_90,0.16195856873822972
MM_deeplocalize026_change_epochs_mutated0_MP_91,0.14643545279383427
MM_deeplocalize026_change_epochs_mutated0_MP_94,0.09145129224652089
MM_deeplocalize026_change_label_mutated0_MP_100,1.0
MM_deeplocalize026_change_label_mutated0_MP_12.5,0.8272138228941684
MM_deeplocalize026_change_label_mutated0_MP_25.0,1.0
MM_deeplocalize026_change_label_mutated0_MP_50.0,1.0
MM_deeplocalize026_change_label_mutated0_MP_6.25,0.47084233261339103
MM_deeplocalize026_change_label_mutated0_MP_9.38,0.9438444924406049
MM_deeplocalize026_change_learning_rate_mutated0_MP_False_0.0001,0.4435857805255023
MM_deeplocalize026_change_learning_rate_mutated0_MP_False_0.00055,0.15450643776824033
MM_deeplocalize026_change_learning_rate_mutated0_MP_False_0.00067,0.058734939759036146
MM_deeplocalize026_change_learning_rate_mutated0_MP_False_0.0007,0.2888086642599278
MM_deeplocalize026_change_learning_rate_mutated0_MP_False_0.00071,0.17921146953405018
MM_deeplocalize026_change_learning_rate_mutated0_MP_False_0.00072,0.15018315018315015
MM_deeplocalize026_change_learning_rate_mutated0_MP_False_0.00078,0.07375643224699828
MM_deeplocalize026_change_loss_function_mutated0_MP_categorical_crossentropy,0.0
MM_deeplocalize026_change_loss_function_mutated0_MP_categorical_hinge,0.22067039106145253
MM_deeplocalize026_change_loss_function_mutated0_MP_hinge,0.424483306836248
MM_deeplocalize026_change_loss_function_mutated0_MP_huber_loss,0.0
MM_deeplocalize026_change_loss_function_mutated0_MP_kullback_leibler_divergence,1.0
MM_deeplocalize026_change_loss_function_mutated0_MP_logcosh,0.09225700164744645
MM_deeplocalize026_change_loss_function_mutated0_MP_mean_absolute_error,0.3192182410423453
MM_deeplocalize026_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.0
MM_deeplocalize026_change_loss_function_mutated0_MP_mean_squared_error,0.16666666666666669
MM_deeplocalize026_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.0
MM_deeplocalize026_change_loss_function_mutated0_MP_poisson,0.0
MM_deeplocalize026_change_loss_function_mutated0_MP_squared_hinge,0.0
MM_deeplocalize026_change_optimisation_function_mutated0_MP_adadelta,0.7063063063063063
MM_deeplocalize026_change_optimisation_function_mutated0_MP_adagrad,0.11027568922305764
MM_deeplocalize026_change_optimisation_function_mutated0_MP_adam,0.1305182341650672
MM_deeplocalize026_change_optimisation_function_mutated0_MP_adamax,0.17297297297297298
MM_deeplocalize026_change_optimisation_function_mutated0_MP_nadam,0.03522504892367906
MM_deeplocalize026_change_optimisation_function_mutated0_MP_sgd,0.5657657657657656
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_constant_1,0.16193181818181818
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_constant_3,0.15863453815261047
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.17777777777777778
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_glorot_normal_3,0.15211267605633802
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.09883720930232558
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_glorot_uniform_3,0.4287974683544304
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_he_normal_1,0.034904013961605584
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_he_normal_3,0.2317518248175182
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_he_uniform_1,0.1988304093567251
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_he_uniform_3,0.2545454545454546
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_identity_1,0.0
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_identity_3,0.22246220302375813
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.09980430528375732
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_lecun_normal_3,0.1934306569343065
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.31533477321814257
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_lecun_uniform_3,0.36932707355242567
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_ones_1,0.0
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_ones_3,0.31711711711711704
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_orthogonal_1,0.036231884057971016
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_orthogonal_3,0.3448275862068966
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_random_normal_1,0.3431221020092736
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_random_normal_3,0.06630824372759857
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_random_uniform_1,0.3402555910543131
MM_deeplocalize026_change_weights_initialisation_mutated0_MP_random_uniform_3,0.04830053667262969
