,FM_defect4ml098_faulty
MM_defect4ml098_GF_0.01_1,0.0005 (reliable)
MM_defect4ml098_GF_0.1_1,0.0023 (reliable)
MM_defect4ml098_GF_0.2_1,0.0052 (reliable)
MM_defect4ml098_GF_0.6_1,0.0106 (reliable)
MM_defect4ml098_GF_1.0_1,0.0202 (reliable)
MM_defect4ml098_LA_0.01_1,0.0009 (reliable)
MM_defect4ml098_NAI_0.01_1,0.0057 (reliable)
MM_defect4ml098_NAI_0.1_1,0.0760 (reliable)
MM_defect4ml098_NEB_0.01_1,0.0008 (reliable)
MM_defect4ml098_NEB_0.1_1,0.0434 (reliable)
MM_defect4ml098_NEB_0.2_1,0.0790 (reliable)
MM_defect4ml098_NS_0.01_1,0.0023 (reliable)
MM_defect4ml098_NS_0.1_1,0.0219 (reliable)
MM_defect4ml098_NS_0.2_1,0.0380 (reliable)
MM_defect4ml098_WS_0.01_1,0.0013 (reliable)
MM_defect4ml098_WS_0.1_1,0.0168 (reliable)
MM_defect4ml098_WS_0.2_1,0.0444 (reliable)
