,FM_deepfd048_faulty
MM_deepfd048_original0_GF_0.01_1,0.7193 (reliable)
MM_deepfd048_original0_LD_0.01_1,0.6772 (reliable)
MM_deepfd048_original0_LR_0.01_1,0.5639 (reliable)
MM_deepfd048_original0_NAI_0.01_1,0.7414 (reliable)
MM_deepfd048_original0_NS_0.01_1,0.6879 (reliable)
MM_deepfd048_original1_GF_0.01_1,0.6344 (reliable)
MM_deepfd048_original1_LA_0.01_1,0.1615 (reliable)
MM_deepfd048_original1_LD_0.01_1,0.1452 (reliable)
MM_deepfd048_original1_LR_0.01_1,0.7319 (unreliable)
MM_deepfd048_original1_NAI_0.01_1,0.7270 (unreliable)
MM_deepfd048_original1_NEB_0.01_1,0.2417 (reliable)
MM_deepfd048_original1_NS_0.01_1,0.5216 (unreliable)
MM_deepfd048_original1_WS_0.01_1,0.1452 (reliable)
MM_deepfd048_original2_GF_0.01_1,0.6251 (reliable)
MM_deepfd048_original2_LA_0.01_1,0.4910 (reliable)
MM_deepfd048_original2_LD_0.01_1,0.1366 (reliable)
MM_deepfd048_original2_LR_0.01_1,0.7333 (reliable)
MM_deepfd048_original2_NAI_0.01_1,0.7797 (unreliable)
MM_deepfd048_original2_NEB_0.01_1,0.2982 (reliable)
MM_deepfd048_original2_NS_0.01_1,0.2372 (reliable)
MM_deepfd048_original3_GF_0.01_1,0.1846 (reliable)
MM_deepfd048_original3_LA_0.01_1,0.2305 (reliable)
MM_deepfd048_original3_LD_0.01_1,0.0929 (reliable)
MM_deepfd048_original3_LR_0.01_1,0.6933 (reliable)
MM_deepfd048_original3_NAI_0.01_1,0.7558 (unreliable)
MM_deepfd048_original3_NS_0.01_1,0.0976 (reliable)
MM_deepfd048_original3_WS_0.01_1,0.2864 (reliable)
MM_deepfd048_original4_GF_0.01_1,0.1500 (reliable)
MM_deepfd048_original4_LA_0.01_1,0.4154 (reliable)
MM_deepfd048_original4_LD_0.01_1,0.2696 (reliable)
MM_deepfd048_original4_LR_0.01_1,0.7093 (reliable)
MM_deepfd048_original4_NAI_0.01_1,0.7694 (reliable)
MM_deepfd048_original4_NS_0.01_1,0.3751 (reliable)
