,FM_cleanml011_faulty
MM_cleanml011_add_noise_mutated0_MP_100,0.2388 (reliable)
MM_cleanml011_add_noise_mutated0_MP_50.0,0.1137 (reliable)
MM_cleanml011_add_noise_mutated0_MP_75.0,0.1807 (reliable)
MM_cleanml011_add_noise_mutated0_MP_87.5,0.1760 (reliable)
MM_cleanml011_add_noise_mutated0_MP_90.62,0.2016 (reliable)
MM_cleanml011_add_noise_mutated0_MP_93.75,0.1904 (reliable)
MM_cleanml011_add_weights_regularisation_mutated0_MP_l1_1,0.1423 (reliable)
MM_cleanml011_add_weights_regularisation_mutated0_MP_l1_2,0.1682 (reliable)
MM_cleanml011_add_weights_regularisation_mutated0_MP_l1_l2_1,0.1390 (reliable)
MM_cleanml011_add_weights_regularisation_mutated0_MP_l1_l2_2,0.1734 (reliable)
MM_cleanml011_add_weights_regularisation_mutated0_MP_l2_1,0.1464 (reliable)
MM_cleanml011_add_weights_regularisation_mutated0_MP_l2_2,0.1268 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_elu_1,0.1754 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_elu_2,0.0960 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_exponential_1,0.1212 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_exponential_2,0.1145 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_hard_sigmoid_1,0.1840 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_hard_sigmoid_2,0.1049 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_linear_1,0.1808 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_linear_2,0.1009 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_relu_1,0.0487 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_relu_2,0.1053 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_selu_1,0.2065 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_selu_2,0.1075 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_sigmoid_1,0.1957 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_sigmoid_2,0.0417 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_softmax_1,0.1932 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_softmax_2,0.0163 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_softplus_1,0.1996 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_softplus_2,0.0862 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_softsign_1,0.1703 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_softsign_2,0.1394 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_tanh_1,0.1793 (reliable)
MM_cleanml011_change_activation_function_mutated0_MP_tanh_2,0.1384 (reliable)
MM_cleanml011_change_batch_size_mutated0_MP_100_100,0.0618 (reliable)
MM_cleanml011_change_batch_size_mutated0_MP_400_400,0.1137 (reliable)
MM_cleanml011_change_batch_size_mutated0_MP_50_50,0.0524 (reliable)
MM_cleanml011_change_batch_size_mutated0_MP_800_800,0.1366 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_1,0.0405 (unreliable)
MM_cleanml011_change_epochs_mutated0_MP_100,0.1266 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_125,0.0959 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_138,0.0977 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_14,0.1677 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_144,0.0884 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_147,0.0944 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_148,0.0719 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_149,0.0702 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_150,0.0646 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_2,0.1401 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_26,0.1973 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_4,0.1059 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_50,0.1751 (reliable)
MM_cleanml011_change_epochs_mutated0_MP_8,0.1708 (reliable)
MM_cleanml011_change_label_mutated0_MP_100,0.0163 (reliable)
MM_cleanml011_change_label_mutated0_MP_12.5,0.0420 (reliable)
MM_cleanml011_change_label_mutated0_MP_25.0,0.0283 (reliable)
MM_cleanml011_change_label_mutated0_MP_3.12,0.0614 (reliable)
MM_cleanml011_change_label_mutated0_MP_50.0,0.0161 (reliable)
MM_cleanml011_change_label_mutated0_MP_6.25,0.0530 (reliable)
MM_cleanml011_change_label_mutated0_MP_9.38,0.0387 (reliable)
MM_cleanml011_change_learning_rate_mutated0_MP_False_0.0001,0.1739 (reliable)
MM_cleanml011_change_learning_rate_mutated0_MP_False_0.00055,0.1138 (reliable)
MM_cleanml011_change_learning_rate_mutated0_MP_False_0.00078,0.0658 (reliable)
MM_cleanml011_change_learning_rate_mutated0_MP_False_0.00089,0.0580 (reliable)
MM_cleanml011_change_learning_rate_mutated0_MP_False_0.0009,0.0546 (reliable)
MM_cleanml011_change_learning_rate_mutated0_MP_False_0.00092,0.0675 (reliable)
MM_cleanml011_change_learning_rate_mutated0_MP_False_0.00094,0.0472 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_binary_crossentropy,0.0660 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_categorical_crossentropy,0.2184 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_categorical_hinge,0.2149 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_hinge,0.2086 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_huber_loss,0.0849 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.0163 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_logcosh,0.0871 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_mean_absolute_error,0.2310 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.2184 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_mean_squared_error,0.0639 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.1890 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_poisson,0.0981 (reliable)
MM_cleanml011_change_loss_function_mutated0_MP_squared_hinge,0.4150 (reliable)
MM_cleanml011_change_optimisation_function_mutated0_MP_adadelta,0.0349 (unreliable)
MM_cleanml011_change_optimisation_function_mutated0_MP_adagrad,0.1122 (reliable)
MM_cleanml011_change_optimisation_function_mutated0_MP_adamax,0.1566 (reliable)
MM_cleanml011_change_optimisation_function_mutated0_MP_nadam,0.0490 (reliable)
MM_cleanml011_change_optimisation_function_mutated0_MP_rmsprop,0.0478 (reliable)
MM_cleanml011_change_optimisation_function_mutated0_MP_sgd,0.1442 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_constant_1,0.0286 (unreliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_constant_2,0.0536 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.0687 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.0633 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.0514 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.0526 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_he_normal_1,0.0796 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_he_normal_2,0.0562 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_he_uniform_1,0.0691 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_he_uniform_2,0.0539 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_identity_1,0.1867 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_identity_2,0.0560 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_lecun_normal_1,0.0651 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_lecun_normal_2,0.0565 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_lecun_uniform_1,0.0859 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_lecun_uniform_2,0.0667 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_ones_1,0.2568 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_ones_2,0.1619 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_orthogonal_1,0.0521 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_orthogonal_2,0.0455 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_random_normal_1,0.0522 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_random_normal_2,0.0529 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_random_uniform_1,0.0556 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_random_uniform_2,0.0574 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_truncated_normal_1,0.0495 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_truncated_normal_2,0.0497 (reliable)
MM_cleanml011_change_weights_initialisation_mutated0_MP_variance_scaling_1,0.0728 (reliable)
