,FM_defect4ml038_faulty
MM_defect4ml038_add_noise_mutated0_MP_100,0.0041 (unreliable)
MM_defect4ml038_add_weights_regularisation_mutated0_MP_l1_1,0.0041 (unreliable)
MM_defect4ml038_add_weights_regularisation_mutated0_MP_l1_2,0.0081 (unreliable)
MM_defect4ml038_add_weights_regularisation_mutated0_MP_l1_3,0.0365 (unreliable)
MM_defect4ml038_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0000 (unreliable)
MM_defect4ml038_add_weights_regularisation_mutated0_MP_l1_l2_2,0.0325 (unreliable)
MM_defect4ml038_add_weights_regularisation_mutated0_MP_l1_l2_3,0.0323 (unreliable)
MM_defect4ml038_add_weights_regularisation_mutated0_MP_l2_1,0.0145 (unreliable)
MM_defect4ml038_add_weights_regularisation_mutated0_MP_l2_2,0.0204 (unreliable)
MM_defect4ml038_add_weights_regularisation_mutated0_MP_l2_3,0.0102 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_elu_1,0.0000 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_elu_2,0.0000 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_elu_3,0.6322 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_exponential_1,0.0041 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_exponential_2,0.0041 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_exponential_3,0.6449 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0225 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_hard_sigmoid_2,0.0202 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_hard_sigmoid_3,0.0103 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_linear_1,0.0000 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_linear_2,0.0000 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_linear_3,0.5316 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_relu_1,0.0082 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_relu_2,0.0082 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_relu_3,0.4260 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_selu_1,0.0000 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_selu_2,0.0000 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_selu_3,0.8926 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_sigmoid_1,0.0162 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_sigmoid_2,0.0262 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_sigmoid_3,0.0082 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_softmax_1,0.0362 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_softmax_2,0.0953 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_softmax_3,0.0246 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_softplus_1,0.0081 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_softplus_2,0.0101 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_softplus_3,0.0041 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_softsign_1,0.0000 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_softsign_2,0.0000 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_softsign_3,0.7989 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_tanh_1,0.0000 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_tanh_2,0.0000 (unreliable)
MM_defect4ml038_change_activation_function_mutated0_MP_tanh_3,0.9566 (unreliable)
MM_defect4ml038_change_batch_size_mutated0_MP_20_20,0.0303 (unreliable)
MM_defect4ml038_change_batch_size_mutated0_MP_2_2,0.0000 (unreliable)
MM_defect4ml038_change_batch_size_mutated0_MP_40_40,0.0993 (unreliable)
MM_defect4ml038_change_batch_size_mutated0_MP_5_5,0.0000 (unreliable)
MM_defect4ml038_change_epochs_mutated0_MP_1,0.5093 (unreliable)
MM_defect4ml038_change_epochs_mutated0_MP_10,0.0391 (unreliable)
MM_defect4ml038_change_epochs_mutated0_MP_12,0.0441 (unreliable)
MM_defect4ml038_change_epochs_mutated0_MP_13,0.0402 (unreliable)
MM_defect4ml038_change_epochs_mutated0_MP_14,0.0263 (unreliable)
MM_defect4ml038_change_epochs_mutated0_MP_15,0.0081 (unreliable)
MM_defect4ml038_change_epochs_mutated0_MP_16,0.0081 (unreliable)
MM_defect4ml038_change_epochs_mutated0_MP_17,0.0082 (unreliable)
MM_defect4ml038_change_epochs_mutated0_MP_18,0.0081 (unreliable)
MM_defect4ml038_change_epochs_mutated0_MP_19,0.0041 (unreliable)
MM_defect4ml038_change_label_mutated0_MP_100,0.4260 (unreliable)
MM_defect4ml038_change_label_mutated0_MP_12.5,0.0540 (unreliable)
MM_defect4ml038_change_label_mutated0_MP_15.62,0.0652 (unreliable)
MM_defect4ml038_change_label_mutated0_MP_18.75,0.1415 (unreliable)
MM_defect4ml038_change_label_mutated0_MP_25.0,0.1765 (unreliable)
MM_defect4ml038_change_label_mutated0_MP_50.0,0.4286 (unreliable)
MM_defect4ml038_change_learning_rate_mutated0_MP_False_1e-05,0.0041 (unreliable)
MM_defect4ml038_change_loss_function_mutated0_MP_categorical_hinge,0.6580 (unreliable)
MM_defect4ml038_change_loss_function_mutated0_MP_hinge,0.4269 (unreliable)
MM_defect4ml038_change_loss_function_mutated0_MP_huber_loss,0.6017 (unreliable)
MM_defect4ml038_change_loss_function_mutated0_MP_kullback_leibler_divergence,0.7659 (unreliable)
MM_defect4ml038_change_loss_function_mutated0_MP_logcosh,0.4392 (unreliable)
MM_defect4ml038_change_loss_function_mutated0_MP_mean_absolute_error,0.6615 (unreliable)
MM_defect4ml038_change_loss_function_mutated0_MP_mean_absolute_percentage_error,0.6731 (unreliable)
MM_defect4ml038_change_loss_function_mutated0_MP_mean_squared_error,0.6475 (unreliable)
MM_defect4ml038_change_loss_function_mutated0_MP_mean_squared_logarithmic_error,0.3571 (unreliable)
MM_defect4ml038_change_loss_function_mutated0_MP_poisson,0.9111 (unreliable)
MM_defect4ml038_change_loss_function_mutated0_MP_squared_hinge,0.5849 (unreliable)
MM_defect4ml038_change_optimisation_function_mutated0_MP_adadelta,0.0082 (unreliable)
MM_defect4ml038_change_optimisation_function_mutated0_MP_adagrad,0.0082 (unreliable)
MM_defect4ml038_change_optimisation_function_mutated0_MP_adamax,0.0103 (unreliable)
MM_defect4ml038_change_optimisation_function_mutated0_MP_nadam,0.0041 (unreliable)
MM_defect4ml038_change_optimisation_function_mutated0_MP_rmsprop,0.0000 (unreliable)
MM_defect4ml038_change_optimisation_function_mutated0_MP_sgd,0.0041 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_constant_1,0.2510 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_constant_2,0.2510 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_constant_3,0.0041 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_glorot_normal_1,0.0082 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_glorot_normal_2,0.0000 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_glorot_normal_3,0.0082 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_glorot_uniform_1,0.0041 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_glorot_uniform_2,0.0082 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_glorot_uniform_3,0.0082 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_he_normal_1,0.0082 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_he_normal_2,0.0000 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_he_normal_3,0.0081 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_he_uniform_1,0.0081 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_he_uniform_2,0.0041 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_he_uniform_3,0.0062 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_identity_1,0.1089 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_identity_2,0.0362 (unreliable)
MM_defect4ml038_change_weights_initialisation_mutated0_MP_identity_3,0.0083 (unreliable)
