,FM_deepfd021_faulty
MM_deepfd021_GF_0.01_1,0.0144 (reliable)
MM_deepfd021_GF_0.1_1,0.0500 (reliable)
MM_deepfd021_GF_0.2_1,0.1000 (reliable)
MM_deepfd021_GF_0.6_1,0.1610 (reliable)
MM_deepfd021_GF_1.0_1,0.1928 (reliable)
MM_deepfd021_LD_0.01_1,0.0000 (reliable)
MM_deepfd021_LR_0.01_1,0.1289 (reliable)
MM_deepfd021_NAI_0.01_1,0.0649 (reliable)
MM_deepfd021_NAI_0.1_1,0.2441 (reliable)
MM_deepfd021_NEB_0.01_1,0.0491 (reliable)
MM_deepfd021_NEB_0.1_1,0.1398 (reliable)
MM_deepfd021_NEB_0.2_1,0.2703 (reliable)
MM_deepfd021_NEB_0.6_1,0.3638 (reliable)
MM_deepfd021_NS_0.01_1,0.0055 (reliable)
MM_deepfd021_NS_0.1_1,0.1349 (reliable)
MM_deepfd021_NS_0.2_1,0.2086 (reliable)
MM_deepfd021_NS_0.6_1,0.2854 (reliable)
MM_deepfd021_NS_1.0_1,0.4018 (unreliable)
MM_deepfd021_WS_0.01_1,0.0291 (reliable)
MM_deepfd021_WS_0.1_1,0.1818 (reliable)
MM_deepfd021_WS_0.2_1,0.2998 (reliable)
