,FM_cleanml005_faulty
MM_cleanml005_GF_0.01_1,0.0453 (reliable)
MM_cleanml005_GF_0.1_1,0.1136 (reliable)
MM_cleanml005_GF_0.2_1,0.4032 (unreliable)
MM_cleanml005_GF_0.6_1,0.2798 (unreliable)
MM_cleanml005_GF_1.0_1,0.2341 (reliable)
MM_cleanml005_LA_0.01_1,0.0210 (reliable)
MM_cleanml005_NAI_0.01_1,0.0890 (reliable)
MM_cleanml005_NAI_0.1_1,0.1178 (reliable)
MM_cleanml005_NEB_0.01_1,0.0538 (reliable)
MM_cleanml005_NEB_0.1_1,0.2218 (reliable)
MM_cleanml005_NS_0.01_1,0.0596 (reliable)
MM_cleanml005_NS_0.1_1,0.1209 (reliable)
MM_cleanml005_WS_0.01_1,0.1589 (reliable)
MM_cleanml005_WS_0.1_1,0.1670 (reliable)
MM_cleanml005_WS_0.2_1,0.3310 (reliable)
