,FM_deeplocalize034_faulty
MM_deeplocalize034_GF_0.01_1,0.0663 (unreliable)
MM_deeplocalize034_GF_0.1_1,0.1347 (unreliable)
MM_deeplocalize034_GF_0.2_1,0.1832 (unreliable)
MM_deeplocalize034_GF_0.6_1,0.2823 (unreliable)
MM_deeplocalize034_GF_1.0_1,0.3717 (unreliable)
MM_deeplocalize034_LA_0.01_1,0.2097 (unreliable)
MM_deeplocalize034_NAI_0.01_1,0.1559 (unreliable)
MM_deeplocalize034_NAI_0.1_1,0.3614 (unreliable)
MM_deeplocalize034_NAI_0.2_1,0.4024 (unreliable)
MM_deeplocalize034_NEB_0.01_1,0.0710 (unreliable)
MM_deeplocalize034_NEB_0.1_1,0.3220 (unreliable)
MM_deeplocalize034_NEB_0.2_1,0.3670 (unreliable)
MM_deeplocalize034_NS_0.01_1,0.0909 (unreliable)
MM_deeplocalize034_WS_0.01_1,0.0942 (unreliable)
MM_deeplocalize034_WS_0.2_1,0.3393 (unreliable)
