,FM_defect4ml011_faulty
MM_defect4ml011_GF_0.01_1,0.2674 (reliable)
MM_defect4ml011_GF_0.1_1,0.3394 (reliable)
MM_defect4ml011_GF_0.2_1,0.2691 (reliable)
MM_defect4ml011_GF_0.6_1,0.2310 (reliable)
MM_defect4ml011_LD_0.01_1,0.1750 (reliable)
MM_defect4ml011_LR_0.01_1,0.2819 (reliable)
MM_defect4ml011_NAI_0.01_1,0.2536 (reliable)
MM_defect4ml011_NAI_0.1_1,0.2169 (reliable)
MM_defect4ml011_NEB_0.01_1,0.2131 (reliable)
MM_defect4ml011_NEB_0.1_1,0.2962 (unreliable)
MM_defect4ml011_NEB_0.2_1,0.2075 (reliable)
MM_defect4ml011_NEB_0.6_1,0.1839 (reliable)
MM_defect4ml011_NS_0.01_1,0.2618 (reliable)
MM_defect4ml011_NS_0.1_1,0.2752 (unreliable)
MM_defect4ml011_NS_0.2_1,0.2362 (unreliable)
MM_defect4ml011_NS_0.6_1,0.2034 (reliable)
MM_defect4ml011_NS_1.0_1,0.1987 (reliable)
MM_defect4ml011_WS_0.01_1,0.3542 (reliable)
MM_defect4ml011_WS_0.1_1,0.2445 (reliable)
MM_defect4ml011_WS_0.2_1,0.2108 (reliable)
