,FM_defect4ml061_faulty
MM_defect4ml061_add_noise_mutated0_MP_100,0.2162 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_50.0,0.4265 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_75.0,0.1311 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_87.5,0.1194 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_90.62,0.4667 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_93.75,0.2222 (unreliable)
MM_defect4ml061_add_noise_mutated0_MP_96.88,0.1515 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l1_1,0.4177 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l1_2,0.1594 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l1_l2_1,0.1515 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l1_l2_2,0.2113 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l2_1,0.3710 (unreliable)
MM_defect4ml061_add_weights_regularisation_mutated0_MP_l2_2,0.1935 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_elu_1,0.1385 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_exponential_1,0.0563 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_exponential_2,0.0606 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_hard_sigmoid_1,0.1094 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_hard_sigmoid_2,0.5000 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_linear_1,0.0492 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_linear_2,0.2579 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_relu_1,0.1791 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_selu_1,0.0500 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_sigmoid_1,0.2090 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_sigmoid_2,0.4355 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_softmax_1,0.2063 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_softmax_2,0.4127 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_softplus_1,0.0645 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_softplus_2,0.2462 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_softsign_1,0.2169 (unreliable)
MM_defect4ml061_change_activation_function_mutated0_MP_tanh_1,0.1719 (unreliable)
MM_defect4ml061_change_batch_size_mutated0_MP_10_10,0.2273 (unreliable)
MM_defect4ml061_change_batch_size_mutated0_MP_1_1,0.0161 (unreliable)
MM_defect4ml061_change_batch_size_mutated0_MP_20_20,0.2073 (unreliable)
MM_defect4ml061_change_batch_size_mutated0_MP_2_2,0.0152 (unreliable)
MM_defect4ml061_change_epochs_mutated0_MP_1,0.2322 (reliable)
MM_defect4ml061_change_epochs_mutated0_MP_26,0.1910 (unreliable)
MM_defect4ml061_change_epochs_mutated0_MP_32,0.1829 (unreliable)
