,FM_deepfd036_faulty
MM_deepfd036_GF_0.01_1,0.0755 (unreliable)
MM_deepfd036_GF_0.1_1,0.2063 (unreliable)
MM_deepfd036_GF_0.2_1,0.2017 (unreliable)
MM_deepfd036_GF_0.6_1,0.1293 (reliable)
MM_deepfd036_GF_1.0_1,0.0892 (reliable)
MM_deepfd036_LA_0.01_1,0.0103 (unreliable)
MM_deepfd036_LD_0.01_1,0.0000 (unreliable)
MM_deepfd036_LR_0.01_1,0.0000 (unreliable)
MM_deepfd036_NAI_0.01_1,0.0565 (reliable)
MM_deepfd036_NEB_0.01_1,0.1446 (unreliable)
MM_deepfd036_NEB_0.1_1,0.0254 (unreliable)
MM_deepfd036_NEB_0.2_1,0.0202 (unreliable)
MM_deepfd036_NEB_0.6_1,0.0041 (reliable)
MM_deepfd036_NS_0.01_1,0.0116 (unreliable)
MM_deepfd036_NS_0.1_1,0.0194 (unreliable)
MM_deepfd036_NS_0.2_1,0.0075 (reliable)
MM_deepfd036_NS_0.6_1,0.0039 (unreliable)
MM_deepfd036_NS_1.0_1,0.0033 (reliable)
MM_deepfd036_WS_0.01_1,0.1453 (unreliable)
MM_deepfd036_WS_0.1_1,0.0153 (reliable)
MM_deepfd036_WS_0.2_1,0.0096 (unreliable)
MM_deepfd036_WS_0.6_1,0.0033 (reliable)
