,FM_deeplocalize008_faulty
MM_deeplocalize008_original0_GF_0.01_1,0.1086 (reliable)
MM_deeplocalize008_original0_LA_0.01_1,0.2643 (reliable)
MM_deeplocalize008_original0_NAI_0.01_1,0.1246 (reliable)
MM_deeplocalize008_original0_NEB_0.01_1,0.1309 (reliable)
MM_deeplocalize008_original0_NS_0.01_1,0.1172 (reliable)
MM_deeplocalize008_original0_WS_0.01_1,0.1866 (reliable)
MM_deeplocalize008_original1_GF_0.01_1,0.0965 (reliable)
MM_deeplocalize008_original1_LA_0.01_1,0.1869 (reliable)
MM_deeplocalize008_original1_NAI_0.01_1,0.1416 (reliable)
MM_deeplocalize008_original1_NEB_0.01_1,0.1314 (reliable)
MM_deeplocalize008_original1_NS_0.01_1,0.1266 (reliable)
MM_deeplocalize008_original1_WS_0.01_1,0.1119 (reliable)
MM_deeplocalize008_original2_GF_0.01_1,0.0922 (reliable)
MM_deeplocalize008_original2_LA_0.01_1,0.3157 (reliable)
MM_deeplocalize008_original2_NAI_0.01_1,0.1985 (reliable)
MM_deeplocalize008_original2_NEB_0.01_1,0.0905 (reliable)
MM_deeplocalize008_original2_NS_0.01_1,0.1021 (reliable)
MM_deeplocalize008_original2_WS_0.01_1,0.1284 (reliable)
MM_deeplocalize008_original3_GF_0.01_1,0.0882 (reliable)
MM_deeplocalize008_original3_LA_0.01_1,0.0999 (reliable)
MM_deeplocalize008_original3_NAI_0.01_1,0.1111 (reliable)
MM_deeplocalize008_original3_NEB_0.01_1,0.0901 (reliable)
MM_deeplocalize008_original3_NS_0.01_1,0.1028 (reliable)
MM_deeplocalize008_original3_WS_0.01_1,0.0962 (reliable)
MM_deeplocalize008_original4_GF_0.01_1,0.1064 (reliable)
MM_deeplocalize008_original4_LA_0.01_1,0.0980 (reliable)
MM_deeplocalize008_original4_NAI_0.01_1,0.1256 (reliable)
MM_deeplocalize008_original4_NEB_0.01_1,0.1052 (reliable)
MM_deeplocalize008_original4_NS_0.01_1,0.1180 (reliable)
MM_deeplocalize008_original4_WS_0.01_1,0.1371 (reliable)
