,FM_cleanml013_faulty
MM_cleanml013_add_noise_mutated0_MP_100,0.2581 (unreliable)
MM_cleanml013_add_noise_mutated0_MP_50.0,0.3043 (unreliable)
MM_cleanml013_add_noise_mutated0_MP_75.0,0.3333 (unreliable)
MM_cleanml013_add_noise_mutated0_MP_87.5,0.2593 (unreliable)
MM_cleanml013_add_noise_mutated0_MP_93.75,0.3462 (unreliable)
MM_cleanml013_add_noise_mutated0_MP_96.88,0.3043 (unreliable)
MM_cleanml013_add_weights_regularisation_mutated0_MP_l1_1,0.1212 (unreliable)
MM_cleanml013_add_weights_regularisation_mutated0_MP_l1_2,0.2500 (unreliable)
MM_cleanml013_add_weights_regularisation_mutated0_MP_l1_l2_1,0.1081 (unreliable)
MM_cleanml013_add_weights_regularisation_mutated0_MP_l1_l2_2,0.1250 (unreliable)
MM_cleanml013_add_weights_regularisation_mutated0_MP_l2_1,0.1500 (unreliable)
MM_cleanml013_add_weights_regularisation_mutated0_MP_l2_2,0.2143 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_elu_1,0.2667 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_elu_2,0.1569 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_exponential_1,0.2500 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_exponential_2,0.0820 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0667 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_hard_sigmoid_2,0.3158 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_linear_1,0.4000 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_linear_2,0.1667 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_relu_1,0.2857 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_relu_2,0.2045 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_selu_1,0.2500 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_selu_2,0.1667 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_sigmoid_1,0.1250 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_sigmoid_2,0.2857 (unreliable)
MM_cleanml013_change_activation_function_mutated0_MP_softmax_1,0.2083 (unreliable)
