,FM_defect4ml091_faulty
MM_defect4ml091_GF_0.01_1,0.0040 (reliable)
MM_defect4ml091_GF_0.1_1,0.0121 (reliable)
MM_defect4ml091_GF_0.2_1,0.0255 (reliable)
MM_defect4ml091_GF_0.6_1,0.0752 (reliable)
MM_defect4ml091_GF_1.0_1,0.0500 (reliable)
MM_defect4ml091_LA_0.01_1,0.0000 (reliable)
MM_defect4ml091_NAI_0.01_1,0.0276 (reliable)
MM_defect4ml091_NAI_0.1_1,0.0922 (reliable)
MM_defect4ml091_NEB_0.01_1,0.0045 (reliable)
MM_defect4ml091_NEB_0.1_1,0.0381 (reliable)
MM_defect4ml091_NEB_0.2_1,0.0357 (reliable)
MM_defect4ml091_NS_0.01_1,0.0153 (reliable)
MM_defect4ml091_NS_0.1_1,0.0496 (reliable)
MM_defect4ml091_NS_0.2_1,0.0650 (reliable)
MM_defect4ml091_WS_0.01_1,0.0087 (reliable)
MM_defect4ml091_WS_0.1_1,0.0235 (reliable)
MM_defect4ml091_WS_0.2_1,0.0677 (reliable)
