,FM_deeplocalize015_faulty
MM_deeplocalize015_GF_0.01_1,0.0005 (reliable)
MM_deeplocalize015_GF_0.1_1,0.0025 (reliable)
MM_deeplocalize015_GF_0.2_1,0.0030 (reliable)
MM_deeplocalize015_GF_0.6_1,0.0107 (reliable)
MM_deeplocalize015_GF_1.0_1,0.0230 (reliable)
MM_deeplocalize015_LA_0.01_1,0.1346 (reliable)
MM_deeplocalize015_NAI_0.01_1,0.0064 (reliable)
MM_deeplocalize015_NAI_0.1_1,0.1423 (reliable)
MM_deeplocalize015_NEB_0.01_1,0.0176 (reliable)
MM_deeplocalize015_NEB_0.1_1,0.0523 (reliable)
MM_deeplocalize015_NEB_0.2_1,0.1291 (reliable)
MM_deeplocalize015_NEB_0.6_1,0.5629 (unreliable)
MM_deeplocalize015_NS_0.01_1,0.0021 (reliable)
MM_deeplocalize015_NS_0.1_1,0.0588 (reliable)
MM_deeplocalize015_NS_0.2_1,0.2603 (reliable)
MM_deeplocalize015_NS_0.6_1,0.5815 (unreliable)
MM_deeplocalize015_NS_1.0_1,0.7912 (reliable)
MM_deeplocalize015_WS_0.01_1,0.0011 (reliable)
MM_deeplocalize015_WS_0.1_1,0.1150 (reliable)
MM_deeplocalize015_WS_0.2_1,0.1914 (reliable)
