,FM_deepfd002_faulty
MM_deepfd002_add_noise_mutated0_MP_100,0.1075 (reliable)
MM_deepfd002_add_noise_mutated0_MP_25.0,0.2511 (reliable)
MM_deepfd002_add_noise_mutated0_MP_31.25,0.2401 (reliable)
MM_deepfd002_add_noise_mutated0_MP_34.38,0.2581 (reliable)
MM_deepfd002_add_noise_mutated0_MP_37.5,0.2600 (reliable)
MM_deepfd002_add_noise_mutated0_MP_50.0,0.2377 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_1,0.0081 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_3,0.0081 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_5,0.0134 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0081 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_l2_3,0.0081 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l1_l2_5,0.0115 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l2_1,0.1702 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l2_3,0.1445 (reliable)
MM_deepfd002_add_weights_regularisation_mutated0_MP_l2_5,0.1087 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_elu_1,0.2340 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_elu_3,0.2189 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_elu_5,0.0079 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_exponential_1,0.1456 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_exponential_3,0.1779 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0464 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_hard_sigmoid_3,0.0529 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_hard_sigmoid_5,0.0080 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_linear_1,0.2451 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_linear_3,0.1785 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_linear_5,0.0081 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_relu_1,0.2737 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_relu_3,0.2416 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_relu_5,0.0079 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_selu_1,0.2081 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_selu_3,0.1784 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_selu_5,0.0078 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_sigmoid_1,0.0565 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_sigmoid_3,0.0630 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_sigmoid_5,0.2407 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_softmax_1,0.0081 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_softmax_3,0.0081 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_softmax_5,0.2432 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_softplus_1,0.1024 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_softplus_3,0.1584 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_softplus_5,0.0136 (unreliable)
MM_deepfd002_change_activation_function_mutated0_MP_softsign_1,0.2273 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_softsign_3,0.2541 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_softsign_5,0.0079 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_tanh_1,0.2267 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_tanh_3,0.2202 (reliable)
MM_deepfd002_change_activation_function_mutated0_MP_tanh_5,0.0092 (unreliable)
MM_deepfd002_change_batch_size_mutated0_MP_1000_1000,0.1796 (reliable)
MM_deepfd002_change_batch_size_mutated0_MP_4000_4000,0.1368 (reliable)
