,FM_deeplocalize030_faulty
MM_deeplocalize030_add_noise_mutated0_MP_100,0.0180 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_1,0.9098 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_2,0.6096 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_3,0.0192 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_4,0.4492 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_5,0.5742 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_6,0.0866 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_1,0.6776 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_2,0.9167 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_3,0.0000 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_4,0.0986 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_5,0.4583 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l1_l2_6,0.5415 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_1,0.0147 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_2,0.3818 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_3,0.0079 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_4,0.6098 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_5,0.8120 (unreliable)
MM_deeplocalize030_add_weights_regularisation_mutated0_MP_l2_6,0.8952 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_elu_1,0.6529 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_elu_2,0.2975 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_elu_3,0.9397 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_elu_4,0.8162 (unreliable)
MM_deeplocalize030_change_activation_function_mutated0_MP_elu_5,0.1328 (unreliable)
