,FM_defect4ml026_faulty
MM_defect4ml026_add_noise_mutated0_MP_100,0.0741 (reliable)
MM_defect4ml026_add_noise_mutated0_MP_25.0,0.0544 (reliable)
MM_defect4ml026_add_noise_mutated0_MP_37.5,0.0328 (reliable)
MM_defect4ml026_add_noise_mutated0_MP_43.75,0.0338 (reliable)
MM_defect4ml026_add_noise_mutated0_MP_46.88,0.0302 (reliable)
MM_defect4ml026_add_noise_mutated0_MP_50.0,0.0357 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_1,0.0368 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_11,0.1586 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_2,0.0485 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_3,0.4657 (unreliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_5,0.1876 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_6,0.6955 (unreliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_9,0.3604 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_1,0.0411 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_11,0.2028 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_2,0.0759 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_3,0.1149 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_5,0.4536 (unreliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_6,0.7718 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l1_l2_9,0.3128 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_1,0.0416 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_11,0.0435 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_2,0.0567 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_3,0.0316 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_5,0.0766 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_6,0.0563 (reliable)
MM_defect4ml026_add_weights_regularisation_mutated0_MP_l2_9,0.1571 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_elu_1,0.0051 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_elu_11,0.8537 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_elu_2,0.0761 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_elu_3,0.0718 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_elu_5,0.0213 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_elu_6,0.0442 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_elu_9,0.0427 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_1,0.0125 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_2,0.1797 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_3,0.1907 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_5,0.2138 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_6,0.2597 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_exponential_9,0.0738 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_1,0.0352 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_11,0.8448 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_2,0.3320 (unreliable)
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_3,0.2642 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_5,0.1765 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_6,0.3094 (unreliable)
MM_defect4ml026_change_activation_function_mutated0_MP_hard_sigmoid_9,0.1386 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_linear_1,0.0059 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_linear_11,0.8504 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_linear_2,0.0213 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_linear_3,0.0340 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_linear_5,0.0193 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_linear_6,0.0195 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_linear_9,0.0317 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_relu_1,0.0189 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_relu_11,0.8811 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_relu_2,0.0776 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_relu_3,0.0809 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_relu_5,0.0426 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_relu_6,0.0312 (reliable)
MM_defect4ml026_change_activation_function_mutated0_MP_relu_9,0.0390 (reliable)
