,FM_defect4ml095_faulty
MM_defect4ml095_GF_0.01_1,0.0370 (unreliable)
MM_defect4ml095_GF_0.1_1,0.3256 (unreliable)
MM_defect4ml095_GF_0.2_1,0.3684 (unreliable)
MM_defect4ml095_GF_0.6_1,0.2791 (unreliable)
MM_defect4ml095_GF_1.0_1,0.2581 (unreliable)
MM_defect4ml095_LA_0.01_1,0.0333 (unreliable)
MM_defect4ml095_NAI_0.01_1,0.2632 (unreliable)
MM_defect4ml095_NAI_0.1_1,0.3611 (unreliable)
MM_defect4ml095_NEB_0.01_1,0.1471 (unreliable)
MM_defect4ml095_NEB_0.1_1,0.0667 (unreliable)
MM_defect4ml095_NEB_0.2_1,0.1892 (unreliable)
MM_defect4ml095_NS_0.01_1,0.1395 (unreliable)
MM_defect4ml095_NS_0.1_1,0.0667 (unreliable)
MM_defect4ml095_WS_0.01_1,0.2188 (unreliable)
MM_defect4ml095_WS_0.1_1,0.2162 (unreliable)
MM_defect4ml095_WS_0.2_1,0.1250 (unreliable)
