,FM_deeplocalize034_faulty
MM_deeplocalize034_add_noise_mutated0_MP_100,0.3953 (unreliable)
MM_deeplocalize034_add_noise_mutated0_MP_12.5,0.4626 (unreliable)
MM_deeplocalize034_add_noise_mutated0_MP_25.0,0.3850 (unreliable)
MM_deeplocalize034_add_noise_mutated0_MP_28.12,0.4400 (unreliable)
MM_deeplocalize034_add_noise_mutated0_MP_3.12,0.4509 (unreliable)
MM_deeplocalize034_add_noise_mutated0_MP_31.25,0.4037 (unreliable)
MM_deeplocalize034_add_noise_mutated0_MP_37.5,0.4305 (unreliable)
MM_deeplocalize034_add_noise_mutated0_MP_50.0,0.4340 (unreliable)
MM_deeplocalize034_add_noise_mutated0_MP_6.25,0.4159 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l1_1,0.4413 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l1_3,0.4950 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l1_4,0.3943 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l1_6,0.3450 (reliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l1_9,0.4092 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l1_l2_1,0.4332 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l1_l2_3,0.4194 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l1_l2_4,0.2638 (reliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l1_l2_6,0.3853 (reliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l1_l2_9,0.4545 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l2_1,0.3790 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l2_3,0.4550 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l2_4,0.4484 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l2_6,0.4083 (unreliable)
MM_deeplocalize034_add_weights_regularisation_mutated0_MP_l2_9,0.4194 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_elu_1,0.4581 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_elu_3,0.4521 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_elu_4,0.3964 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_elu_6,0.4133 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_elu_9,0.3428 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_exponential_1,0.4177 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_exponential_3,0.5164 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_exponential_4,0.4253 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_exponential_6,0.4955 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_exponential_9,0.4444 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_hard_sigmoid_1,0.4328 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_hard_sigmoid_3,0.3738 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_hard_sigmoid_4,0.4779 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_hard_sigmoid_6,0.5342 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_hard_sigmoid_9,0.4861 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_linear_1,0.3843 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_linear_3,0.3682 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_linear_4,0.4268 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_linear_6,0.4487 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_linear_9,0.4353 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_relu_1,0.3964 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_relu_3,0.4338 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_relu_4,0.3934 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_relu_6,0.5092 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_selu_1,0.4858 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_selu_3,0.4069 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_selu_4,0.4658 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_selu_6,0.4388 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_selu_9,0.3368 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_sigmoid_1,0.4014 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_sigmoid_3,0.3262 (reliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_sigmoid_4,0.5041 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_sigmoid_6,0.5063 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_sigmoid_9,0.4147 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_softmax_1,0.4086 (unreliable)
MM_deeplocalize034_change_activation_function_mutated0_MP_softmax_3,0.5058 (unreliable)
