,FM_cleanml008_faulty
MM_cleanml008_add_noise_mutated0_MP_100,0.2510 (reliable)
MM_cleanml008_add_noise_mutated0_MP_50.0,0.2598 (reliable)
MM_cleanml008_add_noise_mutated0_MP_75.0,0.2406 (reliable)
MM_cleanml008_add_noise_mutated0_MP_87.5,0.2618 (reliable)
MM_cleanml008_add_noise_mutated0_MP_93.75,0.2495 (reliable)
MM_cleanml008_add_noise_mutated0_MP_96.88,0.2445 (reliable)
MM_cleanml008_add_weights_regularisation_mutated0_MP_l1_1,0.2175 (reliable)
MM_cleanml008_add_weights_regularisation_mutated0_MP_l1_2,0.2136 (reliable)
MM_cleanml008_add_weights_regularisation_mutated0_MP_l1_l2_1,0.2115 (reliable)
MM_cleanml008_add_weights_regularisation_mutated0_MP_l1_l2_2,0.2278 (reliable)
MM_cleanml008_add_weights_regularisation_mutated0_MP_l2_1,0.2490 (reliable)
MM_cleanml008_add_weights_regularisation_mutated0_MP_l2_2,0.2388 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_elu_1,0.2386 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_elu_2,0.2566 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_exponential_1,0.2504 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_exponential_2,0.2078 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_hard_sigmoid_1,0.2344 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_hard_sigmoid_2,0.2502 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_linear_1,0.2101 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_linear_2,0.2546 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_relu_1,0.2390 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_relu_2,0.2631 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_selu_1,0.2415 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_selu_2,0.2277 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_sigmoid_1,0.2301 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_sigmoid_2,0.2430 (reliable)
MM_cleanml008_change_activation_function_mutated0_MP_softmax_1,0.2482 (reliable)
