,FM_cleanml014_faulty
MM_cleanml014_add_noise_mutated0_MP_100,0.12307283359914936
MM_cleanml014_add_noise_mutated0_MP_50.0,0.17592331547786863
MM_cleanml014_add_noise_mutated0_MP_75.0,0.2081610146126275
MM_cleanml014_add_noise_mutated0_MP_87.5,0.23539232053422374
MM_cleanml014_add_noise_mutated0_MP_93.75,0.1990926074192687
MM_cleanml014_add_noise_mutated0_MP_96.88,0.1965811965811966
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_1,0.20338470837110914
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_2,0.14324984728161272
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_l2_1,0.20265780730897012
MM_cleanml014_add_weights_regularisation_mutated0_MP_l1_l2_2,0.1408450704225352
MM_cleanml014_add_weights_regularisation_mutated0_MP_l2_1,0.13018811585547926
MM_cleanml014_add_weights_regularisation_mutated0_MP_l2_2,0.10240592227020358
MM_cleanml014_change_activation_function_mutated0_MP_elu_1,0.12371445856019357
MM_cleanml014_change_activation_function_mutated0_MP_elu_2,0.1587348507242093
MM_cleanml014_change_activation_function_mutated0_MP_exponential_1,0.15282392026578073
MM_cleanml014_change_activation_function_mutated0_MP_exponential_2,0.15529484408768138
MM_cleanml014_change_activation_function_mutated0_MP_hard_sigmoid_1,0.1528584530724549
MM_cleanml014_change_activation_function_mutated0_MP_hard_sigmoid_2,0.12710843373493974
MM_cleanml014_change_activation_function_mutated0_MP_linear_1,0.19590989922940127
MM_cleanml014_change_activation_function_mutated0_MP_linear_2,0.16964024568587308
MM_cleanml014_change_activation_function_mutated0_MP_relu_1,0.11579257513258692
MM_cleanml014_change_activation_function_mutated0_MP_relu_2,0.2063773250664305
MM_cleanml014_change_activation_function_mutated0_MP_selu_1,0.13256569235311488
MM_cleanml014_change_activation_function_mutated0_MP_selu_2,0.16403607666290868
MM_cleanml014_change_activation_function_mutated0_MP_sigmoid_1,0.11858678955453152
MM_cleanml014_change_activation_function_mutated0_MP_sigmoid_2,0.12726723095526
MM_cleanml014_change_activation_function_mutated0_MP_softmax_1,0.15078901227352423
MM_cleanml014_change_activation_function_mutated0_MP_softmax_2,0.07604606748075697
MM_cleanml014_change_activation_function_mutated0_MP_softplus_1,0.12101910828025479
MM_cleanml014_change_activation_function_mutated0_MP_softplus_2,0.1688861985472155
MM_cleanml014_change_activation_function_mutated0_MP_softsign_1,0.1341640104317589
MM_cleanml014_change_activation_function_mutated0_MP_softsign_2,0.13096940234486704
MM_cleanml014_change_activation_function_mutated0_MP_tanh_1,0.13723801320700543
MM_cleanml014_change_activation_function_mutated0_MP_tanh_2,0.15914137675795706
MM_cleanml014_change_batch_size_mutated0_MP_100_100,0.13981673071238546
MM_cleanml014_change_batch_size_mutated0_MP_400_400,0.11688311688311688
MM_cleanml014_change_batch_size_mutated0_MP_50_50,0.16211453744493393
MM_cleanml014_change_batch_size_mutated0_MP_800_800,0.11155135629381285
MM_cleanml014_change_epochs_mutated0_MP_1,0.17892751279978442
MM_cleanml014_change_epochs_mutated0_MP_100,0.1138211382113821
MM_cleanml014_change_epochs_mutated0_MP_150,0.10074294205052005
MM_cleanml014_change_epochs_mutated0_MP_162,0.12113870381586915
MM_cleanml014_change_epochs_mutated0_MP_168,0.12762807225347944
MM_cleanml014_change_epochs_mutated0_MP_169,0.13528336380255943
MM_cleanml014_change_epochs_mutated0_MP_170,0.12511278195488723
MM_cleanml014_change_epochs_mutated0_MP_172,0.12150668286755772
MM_cleanml014_change_epochs_mutated0_MP_175,0.12451823302697895
MM_cleanml014_change_label_mutated0_MP_100,0.07604606748075697
MM_cleanml014_change_label_mutated0_MP_12.5,0.16171930657800998
MM_cleanml014_change_label_mutated0_MP_25.0,0.16929343013989726
MM_cleanml014_change_label_mutated0_MP_3.12,0.15242690888447344
MM_cleanml014_change_label_mutated0_MP_50.0,0.1218250235183443
MM_cleanml014_change_label_mutated0_MP_6.25,0.1359121798222687
MM_cleanml014_change_learning_rate_mutated0_MP_False_0.0001,0.13245236631837742
MM_cleanml014_change_learning_rate_mutated0_MP_False_0.00055,0.1187116564417178
MM_cleanml014_change_learning_rate_mutated0_MP_False_0.00078,0.11463046757164404
