,FM_deeplocalize006_faulty
MM_deeplocalize006_GF_0.01_1,0.0127 (reliable)
MM_deeplocalize006_GF_0.1_1,0.0723 (reliable)
MM_deeplocalize006_GF_0.2_1,0.0790 (reliable)
MM_deeplocalize006_GF_0.6_1,0.2017 (reliable)
MM_deeplocalize006_GF_1.0_1,0.2992 (reliable)
MM_deeplocalize006_LD_0.01_1,0.0000 (reliable)
MM_deeplocalize006_LR_0.01_1,0.1280 (reliable)
MM_deeplocalize006_NAI_0.01_1,0.1543 (reliable)
MM_deeplocalize006_NAI_0.1_1,0.2653 (reliable)
MM_deeplocalize006_NEB_0.01_1,0.0264 (reliable)
MM_deeplocalize006_NEB_0.1_1,0.2566 (reliable)
MM_deeplocalize006_NS_0.01_1,0.0221 (reliable)
MM_deeplocalize006_NS_0.1_1,0.1069 (reliable)
MM_deeplocalize006_NS_0.2_1,0.3149 (reliable)
MM_deeplocalize006_NS_0.6_1,0.3949 (reliable)
MM_deeplocalize006_WS_0.01_1,0.0470 (reliable)
MM_deeplocalize006_WS_0.1_1,0.1287 (reliable)
MM_deeplocalize006_WS_0.2_1,0.2501 (reliable)
