,FM_cleanml011_faulty
MM_cleanml011_GF_0.01_1,0.0133 (reliable)
MM_cleanml011_GF_0.1_1,0.0922 (reliable)
MM_cleanml011_GF_0.2_1,0.0677 (reliable)
MM_cleanml011_GF_0.6_1,0.0682 (reliable)
MM_cleanml011_GF_1.0_1,0.0775 (reliable)
MM_cleanml011_LA_0.01_1,0.0144 (reliable)
MM_cleanml011_NAI_0.01_1,0.0194 (reliable)
MM_cleanml011_NAI_0.2_1,0.0195 (reliable)
MM_cleanml011_NEB_0.01_1,0.0451 (reliable)
MM_cleanml011_NS_0.01_1,0.0236 (reliable)
MM_cleanml011_NS_0.1_1,0.0671 (reliable)
MM_cleanml011_WS_0.01_1,0.0493 (reliable)
MM_cleanml011_WS_0.1_1,0.0691 (reliable)
MM_cleanml011_WS_0.2_1,0.0317 (reliable)
